name,duration,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,n_beats,n_bars,genre
再生する細胞,261,28,Keyakizaka46,風に吹かれても (Special Edition),0.426,0.687,4,-3.982,0.0344,0.591,4.77e-06,0.266,0.217,149.876,640.0,160.0,j-idol
Da Capo (Classic Rave Mix),359,17,Perplexer,Da Capo,0.569,0.825,0,-12.714,0.0472,0.00121,0.811,0.107,0.19,158.777,933.0,237.0,happy
Como Esta,188,10,Soo Wincci,Como Esta,0.608,0.646,10,-6.183,0.0447,0.0738,0.0,0.121,0.401,125.024,387.0,96.0,mandopop
Y volar (con los Caligaris),189,60,La Pegatina;Los Caligaris,Ahora o nunca,0.671,0.959,9,-4.271,0.135,0.276,0.0,0.0902,0.791,165.023,513.0,128.0,spanish
Faithful Now,234,58,Vertical Worship,Grace Is On Our Side,0.156,0.739,11,-6.062,0.0436,0.0462,0.0,0.158,0.186,73.354,276.0,68.0,afrobeat
ありのままで,229,28,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),0.494,0.5,7,-7.176,0.0359,0.475,0.0,0.39,0.183,136.953,510.0,127.0,disney
Bahama Breeze,144,26,"Sarah, the Illstrumentalist",Discover the World Vol. 1,0.756,0.4,6,-8.383,0.0676,0.554,0.508,0.426,0.568,88.983,214.0,53.0,study
Another World,340,45,The Chemical Brothers,Further,0.776,0.362,8,-6.793,0.065,0.0161,0.05,0.119,0.339,118.965,671.0,168.0,breakbeat
Set Me Free (feat. Dynamite MC) - Original Mix,309,18,Baymont Bross;Dynamite MC,Positiva Thangs,0.76,0.87,6,-3.937,0.0509,0.00533,0.00108,0.0679,0.9,127.994,657.0,164.0,breakbeat
"Hallelujah, I Love Her So",155,67,Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)",0.696,0.547,5,-5.954,0.169,0.792,0.0,0.155,0.623,73.203,188.0,46.0,bluegrass
World Outside Your Window - Studio,298,37,Hillsong Young & Free,All Of My Best Friends,0.414,0.639,9,-6.234,0.0305,0.0684,0.0,0.102,0.347,136.789,666.0,166.0,forro
Origins and Endings,270,26,Winds of Plague,Decimate the Weak,0.297,0.929,9,-3.547,0.0844,1.7e-05,0.367,0.0751,0.252,124.959,575.0,143.0,black-metal
Closure - Live,198,0,Soheil Soheili;Sina Shoaie,Re-listening Live in Cafe Baz,0.139,0.376,9,-18.282,0.0627,0.877,0.235,0.109,0.0388,54.956,216.0,54.0,iranian
Te Pito o Te Henua,114,43,Mazapán,De Norte a Sur,0.667,0.278,2,-11.925,0.0902,0.951,0.0,0.102,0.327,161.954,301.0,75.0,spanish
Maybelle,139,32,The Grascals,Up All Night,0.652,0.512,9,-9.658,0.0283,0.858,0.00144,0.0842,0.623,124.971,282.0,71.0,bluegrass
Svartmalt,259,16,Mork,Katedralen,0.413,0.973,3,-6.831,0.0521,2.53e-06,0.595,0.328,0.213,120.039,507.0,129.0,black-metal
Hora da Decisão,248,20,Criolo,Espiral de Ilusão,0.731,0.575,9,-6.252,0.041,0.703,0.0,0.121,0.704,143.986,584.0,145.0,afrobeat
Top & Low Rent,230,0,Plone,For Beginner Piano,0.446,0.838,0,-9.87,0.035,0.00123,0.293,0.47,0.487,167.981,632.0,158.0,idm
Antes de que cuente diez,285,66,Fito y Fitipaldis,Antes de que cuente diez,0.521,0.852,6,-5.014,0.0624,0.0835,0.0,0.365,0.523,151.012,708.0,178.0,spanish
Chica de ayer,208,61,Nacha Pop,Nacha Pop,0.674,0.854,7,-4.337,0.034,0.0579,0.00041,0.0735,0.684,127.295,428.0,106.0,spanish
I Love You,256,62,Pritam;Ash King;Clinton Cerejo,Bodyguard,0.654,0.671,11,-6.026,0.0807,0.359,7.49e-06,0.0656,0.76,90.063,377.0,95.0,indian
Del Naband,228,0,Electroqute,Caution,0.473,0.771,0,-3.932,0.0428,0.00831,3.3e-05,0.0937,0.426,120.008,455.0,113.0,iranian
Aviones Plateados - En Directo,230,46,El Último De La Fila,Historia de una Banda (En Directo),0.69,0.518,2,-6.077,0.0422,0.394,0.0,0.14,0.544,139.941,527.0,130.0,spanish
Believer,169,3,Swattrex;The Two Locks,Believer,0.618,0.716,10,-7.039,0.0544,0.0397,0.000197,0.0991,0.188,130.154,363.0,90.0,indian
Reuben's Train,214,22,Foghorn Stringband,Rock Island Grange,0.617,0.711,9,-4.941,0.0334,0.537,0.0004,0.146,0.721,142.79,506.0,126.0,bluegrass
I'm Lonely - Kindervater Remix,195,12,Scooter;Kindervater,The Fifth Chapter (SPY Version),0.45,0.943,8,-5.212,0.114,0.00954,0.136,0.121,0.323,143.018,459.0,115.0,happy
Main Aur Tum,225,44,Rono,Main Aur Tum - Single,0.622,0.114,4,-14.821,0.0609,0.908,1e-06,0.136,0.237,155.794,569.0,189.0,indian
Speed Talking,387,21,DJ Greg C,Retro 13 (Special Dj Greg C),0.931,0.87,7,-0.826,0.156,0.0255,0.554,0.26,0.369,137.012,881.0,221.0,j-dance
Rev It Up (feat. Riya),215,21,Krafty Kuts;Dynamite MC;Riya,All 4 Corners,0.807,0.89,5,-4.086,0.0461,0.0444,0.0,0.43,0.497,130.016,458.0,116.0,breakbeat
Paranne,258,55,Raghu Dixit;Benny Dayal,Koode,0.717,0.743,10,-9.092,0.0439,0.184,0.000771,0.0984,0.46,135.963,563.0,139.0,indian
Led Away,441,10,Casino Versus Japan,Suicide by Sun,0.304,0.477,4,-14.788,0.0356,0.0771,0.9,0.121,0.0639,111.855,811.0,204.0,idm
春休みモラトリアム中学生,307,17,Shiritsu Ebisu Chugaku,穴空,0.607,0.888,11,-3.219,0.0683,0.00566,8.82e-06,0.371,0.736,100.023,506.0,128.0,j-idol
The Fire Within Him Burns,321,15,Kvaen;Mathias Lillmåns,The Great Below,0.201,0.824,11,-13.332,0.0776,2.43e-05,0.00159,0.0991,0.0648,179.998,946.0,237.0,black-metal
Daayre,290,62,Pritam;Arijit Singh,Dilwale (Original Motion Picture Soundtrack),0.536,0.706,2,-5.897,0.0274,0.5,0.00597,0.112,0.442,113.972,548.0,138.0,indian
ガラスのメモリーズ,255,36,TUBE,BEST of TUBEst ~All Time Best~,0.598,0.891,4,-3.923,0.0533,0.571,0.0,0.31,0.573,111.71,463.0,116.0,j-dance
犬姫,185,43,QUEEN BEE,犬姫,0.685,0.83,0,-4.869,0.0626,0.0195,0.0,0.101,0.575,100.992,306.0,75.0,j-dance
Bogotá - Instrumental,280,6,Criolo,Nó na Orelha (Instrumental),0.751,0.882,5,-7.125,0.0603,0.00323,0.875,0.137,0.872,122.037,563.0,140.0,afrobeat
Melifer,245,0,Plaid,The Digging Remedy,0.629,0.418,7,-14.52,0.036,0.179,0.828,0.0878,0.122,139.991,560.0,140.0,idm
Mystery Train,201,21,The Grascals,Life Finds A Way,0.656,0.738,9,-10.393,0.0342,0.719,0.00815,0.0799,0.598,120.966,393.0,99.0,bluegrass
君のパレード,212,36,the shes gone,MORE,0.536,0.836,8,-4.491,0.0388,0.0225,0.0,0.115,0.664,133.071,462.0,115.0,j-dance
Sober on Saint Patrick's Day,143,26,Psychostick,... and Stuff,0.668,0.91,1,-6.219,0.0969,0.0761,3.5e-06,0.387,0.297,129.915,298.0,75.0,industrial
Triplets,106,11,Synkop,Triplets,0.473,0.223,11,-13.107,0.0355,0.974,0.859,0.108,0.193,63.989,111.0,26.0,study
Turn Back The Hands Of Time,184,23,Jenifer Lewis;Motion Picture Cast of Hairspray,Hairspray (Original Motion Picture Soundtrack) [Collector's Edition],0.812,0.786,6,-4.59,0.0427,0.561,0.0,0.0915,0.797,132.001,392.0,97.0,disney
Un minuto nada más - Remaster 2015,265,30,Hombres G,30 años y un día,0.564,0.822,2,-4.959,0.0305,0.0925,0.000414,0.237,0.96,124.502,548.0,136.0,spanish
Search & Destroy,206,24,KMFDM,Nihil,0.439,0.989,11,-3.493,0.0478,1.45e-06,0.874,0.0771,0.618,126.895,432.0,107.0,industrial
Back in the U.K.,206,16,Scooter,Back in the U.K.,0.472,0.952,7,-7.121,0.0657,0.00148,0.00257,0.362,0.335,180.005,604.0,150.0,techno
"Ranjha (From ""Shershaah"")",228,79,Jasleen Royal;B Praak;Romy;Anvita Dutt,"Ranjha (From ""Shershaah"")",0.603,0.573,1,-5.843,0.0502,0.478,0.0,0.0971,0.236,82.941,309.0,76.0,indian
君しか,274,21,ノースリーブス,君しか,0.577,0.985,6,-1.131,0.0795,0.0471,0.0,0.373,0.64,145.058,649.0,162.0,j-idol
Prólogo,138,28,Mägo de Oz,Finisterra Ópera Rock,0.223,0.5,7,-6.808,0.0319,0.0225,0.567,0.192,0.0463,97.546,222.0,73.0,spanish
トナカイは人間よりマシ,58,18,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),0.386,0.284,2,-13.496,0.0625,0.712,0.0,0.252,0.378,142.539,131.0,42.0,disney
Billy in the Low Ground,97,0,Clarence White,33 Guitar Instrumentals,0.562,0.472,7,-12.46,0.0322,0.895,0.921,0.232,0.801,128.361,199.0,49.0,bluegrass
Never Surrender,288,0,Combichrist,Making Monsters,0.695,0.699,2,-7.813,0.0827,0.0146,0.0222,0.106,0.209,135.015,639.0,161.0,industrial
Hello (Glee Cast Version) (feat. Jonathan Groff),206,42,Glee Cast;Jonathan Groff,"Glee: The Music, Volume 3 Showstoppers",0.586,0.3,7,-9.517,0.0335,0.813,0.0,0.117,0.319,121.755,404.0,101.0,techno
Suficiente para Mim,313,49,Missionário Shalom;Thiago Brado,Suficiente para Mim,0.325,0.346,2,-8.083,0.033,0.629,0.0,0.107,0.36,100.116,534.0,134.0,brazil
兄弟,234,25,阿吉仔,也罷,0.415,0.436,11,-8.57,0.0361,0.572,0.0,0.134,0.448,73.896,283.0,71.0,mandopop
Sochta Houn,277,63,Nusrat Fateh Ali Khan;A1Melodymaster,Reformed,0.8,0.634,1,-5.895,0.132,0.356,0.000605,0.0733,0.46,100.001,458.0,113.0,indian
Ba La La La La La La La La - Without Dialogue,94,29,Tokyo Disneyland,Tokyo Disneyland The Happy Ride with Baymax,0.601,0.94,1,-6.457,0.0432,0.00886,0.000877,0.336,0.9,165.042,250.0,62.0,disney
I like It Loud (Hardcore Mix) - Extended Mix,309,1,The Prophet,The Hardcore Archive Part 3 (1997),0.69,0.859,1,-5.571,0.162,0.00126,0.00353,0.237,0.0863,192.006,958.0,239.0,happy
Beat All the Odds,181,25,S3RL;Kitty & Lovely,Beat All the Odds,0.542,0.944,5,-1.443,0.0821,0.00326,0.0,0.159,0.642,175.007,516.0,129.0,happy
心雨,267,48,Jay Chou,依然范特西,0.572,0.509,0,-7.281,0.0351,0.609,0.0,0.232,0.104,124.006,549.0,136.0,mandopop
Você Me Fez a Cabeça,247,44,Iguinho e Lulinha,Simbora pra Vaquejada,0.576,0.82,7,-3.987,0.0346,0.432,0.0,0.278,0.837,159.983,660.0,164.0,forro
Come & Get It,231,0,Selena Gomez,Almorzando solo,0.552,0.783,7,-4.138,0.0504,0.00887,0.00026,0.0954,0.575,79.984,306.0,76.0,breakbeat
Carta pra Lucas,181,46,Major RD;Rock Danger;El Lif Beatz,Troféu,0.475,0.585,10,-7.804,0.0705,0.758,3.44e-05,0.319,0.376,106.722,300.0,74.0,brazil
Muskurane - Lofi Flip,210,53,KSW;Arijit Singh,Muskurane (Lofi Flip),0.62,0.312,11,-13.338,0.0301,0.465,0.125,0.208,0.262,101.978,355.0,91.0,indian
Obsession - Recorded at Sound Stage Nashville,356,35,Hillsong Worship,Spotify Singles,0.52,0.344,2,-10.132,0.0243,0.0173,0.00467,0.0856,0.0825,77.968,450.0,112.0,afrobeat
Seu Bebê Tá Bebo - Ao Vivo,144,42,Os Barões Da Pisadinha,"Da Roça Pra Cidade (Ao Vivo), Vol. 03",0.666,0.952,0,-2.847,0.0622,0.475,0.0,0.0502,0.814,172.142,400.0,100.0,forro
Unguentum Sabbati,309,20,Therion,Sitra Ahra,0.521,0.94,7,-4.8,0.0627,0.0116,0.000108,0.0988,0.206,115.913,591.0,146.0,black-metal
Tylko ja i ty - 2003 Remaster,332,36,Dzem,Najemnik,0.457,0.23,2,-13.23,0.0353,0.152,0.00159,0.0838,0.0705,136.137,739.0,186.0,bluegrass
More And More - Single Version,253,65,Captain Hollywood Project,Love Is Not Sex,0.661,0.847,7,-11.855,0.0349,0.225,0.835,0.0863,0.71,125.862,518.0,128.0,techno
"Papua New Guinea - 7"" Original",231,40,The Future Sound Of London,Papua New Guinea,0.595,0.723,8,-13.668,0.0424,0.000991,0.934,0.0915,0.733,125.623,476.0,118.0,breakbeat
"Safar (From ""Jab Harry Met Sejal"")",365,50,Pritam;Arijit Singh,"Safar (From ""Jab Harry Met Sejal"")",0.307,0.604,7,-5.592,0.0397,0.593,3.79e-06,0.0789,0.452,85.641,652.0,165.0,indian
好好 (想把你寫成一首歌),198,54,Mayday,自傳,0.582,0.321,0,-8.876,0.0284,0.816,0.0,0.12,0.612,133.895,432.0,108.0,mandopop
Angel,239,14,Ryuji Imaichi,Angel,0.598,0.915,6,-2.765,0.0914,0.0405,2.29e-06,0.183,0.701,117.072,459.0,115.0,j-dance
Bapelujah,77,34,Beat Oven,Bapelujah,0.756,0.414,11,-9.943,0.133,0.0518,0.789,0.118,0.541,90.969,116.0,29.0,study
倒影,234,53,Jay Chou,最偉大的作品,0.728,0.506,9,-8.725,0.0309,0.0148,0.00132,0.485,0.363,123.96,480.0,120.0,mandopop
Under the Double Eagle,106,20,Donna Stoneman,100 Greatest Bluegrass Hits,0.262,0.836,0,-9.591,0.0367,0.513,0.941,0.202,0.981,175.044,302.0,75.0,bluegrass
I've Gotta Get A Message to You,278,25,Bobby Osborne;Alison Brown;Claire Lynch;Rob Ickes;Sierra Hull;Stuart Duncan;Trey Hensley,Original,0.664,0.695,0,-9.387,0.0308,0.454,0.0403,0.37,0.887,120.985,557.0,139.0,bluegrass
陰天快樂,261,44,Eason Chan,rice & shine,0.549,0.64,6,-7.483,0.0304,0.323,0.0,0.0837,0.423,130.034,548.0,135.0,mandopop
make it right,164,44,forever grown,marmalade sunset,0.704,0.329,0,-15.407,0.0636,0.4,0.828,0.124,0.597,84.002,229.0,57.0,study
Jack 2 the Sound,302,0,Fast Eddie,Jack to the Sound,0.811,0.911,0,-9.267,0.0821,9.67e-05,0.819,0.0679,0.823,124.206,624.0,156.0,chicago-house
Home - Mind Against Remix,437,47,Adriatique;Marino Canal;Delhia De France;Mind Against,Home (Mind Against Remix),0.651,0.744,7,-7.441,0.0314,0.0167,0.621,0.115,0.0372,119.995,865.0,216.0,techno
Minnie's Wishing Ring: Wishes Come True - Dramatic DisneySea 2005 at Tokyo DisneySea,87,11,Tokyo DisneySea,Tokyo Disney Resort Autumn Best (Special Edition),0.287,0.766,5,-4.926,0.0541,0.598,0.0,0.202,0.265,81.879,111.0,27.0,disney
Give A Little Bit Of Love - Original Mix,311,26,Euphony;Al Storm;Vicky Fee,Give A Little Bit Of Love,0.514,0.969,7,-2.455,0.075,0.000119,0.0691,0.0194,0.07,174.009,896.0,224.0,happy
Georgie Famous,218,11,The New Mastersounds;Eddie Roberts,The Deplar Effect,0.442,0.804,11,-9.555,0.0806,0.0115,0.854,0.162,0.589,150.144,535.0,132.0,afrobeat
Natural High - Dirty Channels Remix,244,18,Mike Dunn;Dirty Channels,Natural High (Remixes),0.846,0.903,2,-7.245,0.0418,0.00141,0.788,0.0786,0.925,126.005,511.0,126.0,chicago-house
Fire God and Fear,289,44,Rotting Christ,The Heretics,0.445,0.757,6,-6.186,0.0465,0.000447,0.694,0.108,0.147,120.952,568.0,142.0,black-metal
Boobytrap,219,18,Partyraiser,The Family,0.598,0.884,2,-1.108,0.127,0.00029,0.00136,0.325,0.17,105.009,375.0,94.0,happy
All Or Nothing,252,16,Datsik,Let It Burn,0.544,0.954,11,-3.296,0.0327,1.31e-05,0.593,0.103,0.319,140.016,587.0,144.0,breakbeat
Demencia,263,30,Yung Beef;Paul Marmota,Sonrisas,0.7,0.651,8,-9.026,0.0881,0.393,0.0152,0.0762,0.168,90.009,390.0,97.0,spanish
Svartmesse,214,6,Kvelertak,Nattesferd,0.421,0.876,9,-6.739,0.0471,0.000263,0.414,0.315,0.32,125.597,447.0,149.0,black-metal
Sounds Like a Movie,146,0,Trampled by Turtles,Palomino,0.503,0.851,7,-8.064,0.0328,0.593,0.969,0.163,0.788,95.664,228.0,57.0,bluegrass
frozen grapes,95,41,vibe academy,frozen grapes,0.766,0.659,3,-11.221,0.0943,0.954,0.925,0.386,0.626,81.988,123.0,30.0,study
Voy A Ser el Rey León,171,47,Marc Pociello;Angela Aloy;Eduard Doncos,El Rey León (Edición Especial/Banda Sonora Original),0.661,0.73,6,-9.332,0.0765,0.175,7.91e-05,0.106,0.853,98.817,275.0,70.0,disney
Soushkin - Original Mix,387,18,Dream Your Dream,Bonzai Records - All The Full Length Hits & More,0.693,0.74,1,-12.793,0.105,0.413,0.782,0.396,0.0712,156.109,1006.0,252.0,happy
Deck the Halls,123,22,Love to Sing,Christmas Songs and Carols,0.777,0.651,3,-6.327,0.0423,0.359,0.0,0.224,0.902,125.999,251.0,61.0,disney
Tá Complicado,152,43,Os Barões Da Pisadinha,Agora Eu Pego Mesmo,0.718,0.875,5,-6.558,0.0419,0.572,0.0,0.0622,0.94,171.983,437.0,109.0,forro
Metabidiminished Icosahedron,244,5,µ-Ziq,Metabidiminished Icosahedron,0.327,0.758,2,-6.774,0.0478,0.00122,0.752,0.0667,0.296,165.912,610.0,150.0,idm
八字,250,25,秀蘭瑪雅,繡一蕊花,0.326,0.533,9,-5.576,0.0413,0.282,0.0,0.251,0.372,98.473,502.0,166.0,mandopop
Angel Delight,270,2,Jimmy Lite Hands,Angel Delight,0.772,0.289,0,-8.394,0.0451,0.474,0.89,0.114,0.526,77.133,347.0,86.0,study
Short Skirts,138,15,Felix Da Housecat,Devin Dazzle & The Neon Fever,0.818,0.572,0,-5.376,0.143,0.0164,0.0,0.296,0.414,136.018,312.0,77.0,chicago-house
Primal.,261,23,BiS,Brand-new idol Society2,0.309,0.959,8,-3.551,0.0621,0.000127,0.0202,0.074,0.256,184.129,785.0,197.0,j-idol
Eno Ide,342,48,Raghu Dixit,Psycho (Original Motion Picture Soundtrack),0.639,0.373,1,-11.386,0.0334,0.847,0.0225,0.0938,0.404,125.96,695.0,174.0,indian
Clara,201,26,Punch Brothers,Who's Feeling Young Now?,0.691,0.495,2,-6.595,0.0293,0.839,1.59e-05,0.198,0.611,119.859,394.0,99.0,bluegrass
You'll Never Know Lonely,346,6,Ten City,No House Big Enough,0.808,0.658,1,-10.857,0.105,0.0234,0.0257,0.0361,0.781,120.958,693.0,174.0,chicago-house
Rabba Main Toh Mar Gaya Oye,269,61,Pritam;Rahat Fateh Ali Khan,Mausam,0.586,0.833,9,-3.046,0.069,0.469,0.0,0.312,0.593,87.892,390.0,97.0,indian
那女孩對我說,268,0,Rachel Liang,秋日思念絮語,0.547,0.497,7,-7.959,0.025,0.396,0.0,0.0816,0.223,79.968,351.0,86.0,mandopop
Control Yourself,372,29,Hozho,"Singles Collection, Vol. 1",0.8,0.545,7,-11.732,0.045,0.0952,0.747,0.11,0.237,124.982,768.0,193.0,techno
220 s2c,142,0,Bogdan Raczynski,Rave 'Till You Cry,0.708,0.895,1,-5.795,0.044,9.54e-05,0.896,0.106,0.372,164.992,383.0,95.0,idm
Security,296,15,Freestylers,Adventures In Freestyle,0.5,0.907,6,-4.805,0.0301,0.000335,0.864,0.247,0.483,133.045,643.0,159.0,breakbeat
Sinto Falta Dela,210,45,Soró Silva,Pra Frente,0.727,0.804,6,-2.495,0.044,0.0811,0.0,0.134,0.96,185.928,651.0,162.0,forro
"OH NO,OH YES! - 2012 Remaster",287,44,Akina Nakamori,CRIMSON (2012 Remaster),0.609,0.794,11,-7.096,0.0294,0.177,0.0689,0.0521,0.682,138.096,651.0,161.0,j-idol
Desperation,212,25,Sevendust,Blood & Stone,0.481,0.974,10,-5.55,0.163,0.000177,4.18e-05,0.364,0.317,140.99,487.0,122.0,industrial
Filho de Davi,353,49,Tony Allysson,Poderoso Deus,0.578,0.635,2,-5.335,0.0278,0.661,0.0,0.138,0.343,137.98,806.0,202.0,brazil
For The Love Of Money,345,7,Glenn Underground,"July 12, 1979",0.783,0.61,7,-11.324,0.0506,0.00265,0.2,0.046,0.512,120.015,682.0,169.0,chicago-house
有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,237,56,A-Lin,有一種悲傷 (電影《比悲傷更悲傷的故事》主題曲),0.363,0.233,7,-11.531,0.0499,0.901,4.79e-06,0.109,0.341,77.378,305.0,75.0,mandopop
Can't Stand the Fire,335,26,Fritz Kalkbrenner,Sick Travellin',0.714,0.418,2,-14.844,0.0482,0.0316,0.818,0.131,0.0393,123.009,675.0,170.0,techno
HACK,192,52,Shuta Sueyoshi,WONDER HACK,0.686,0.861,0,-8.613,0.0586,0.00939,2.1e-05,0.135,0.978,154.994,492.0,125.0,j-dance
沙龍,275,49,Eason Chan,H3M,0.534,0.58,4,-5.311,0.0265,0.658,0.0,0.136,0.347,142.081,643.0,161.0,mandopop
Jaws 2016,248,19,Gammer,Jaws 2016,0.508,0.986,1,-6.079,0.0689,0.00415,0.858,0.0929,0.237,170.077,682.0,170.0,happy
陀飛輪,279,42,Eason Chan,Y100,0.544,0.309,0,-8.7,0.0349,0.936,0.0,0.115,0.376,134.277,607.0,153.0,mandopop
Subha Hone Na De (Remix),299,46,Pritam;Mika Singh;Shefali Alvares;Kiran Kamath,Desi Boyz,0.739,0.898,8,-4.835,0.0691,0.184,0.0586,0.215,0.365,131.986,650.0,164.0,indian
Wir sind das Licht,271,0,Blutengel,Wir sind das Licht,0.532,0.868,8,-4.761,0.0351,0.00439,0.0393,0.0931,0.739,116.004,516.0,128.0,industrial
"One, Two, Three, Four, Five - Once I Caught a Fish Alive",80,41,Zouzounia;Anna Rose & Amanda,Nursery Rhymes,0.892,0.846,4,-5.128,0.0328,0.202,1.35e-06,0.199,0.966,100.022,128.0,31.0,disney
Metal Claws,391,8,Tineidae,Exo,0.163,0.322,9,-16.863,0.0537,0.115,0.935,0.0594,0.0591,88.513,571.0,144.0,idm
Sonar (Adubado),174,29,BaianaSystem;Buguinha Dub;Curumin;Edgar,Futuro Dub,0.694,0.82,4,-7.885,0.048,0.113,0.897,0.147,0.588,99.922,283.0,70.0,afrobeat
Northern Island,159,21,Steve Martin;Steep Canyon Rangers,Rare Bird Alert,0.444,0.77,9,-7.947,0.0317,0.368,0.536,0.158,0.973,150.138,380.0,95.0,bluegrass
My Battery Is Hungry - Original Mix,428,0,Josement,Lush And Love XXII,0.702,0.775,5,-10.667,0.0525,0.00112,0.918,0.0986,0.209,130.008,927.0,232.0,techno
The Serpent's Earthly Throne,323,6,Power From Hell,Shadows Devouring Light,0.309,0.937,3,-7.596,0.0742,6.55e-06,0.914,0.464,0.0387,110.095,593.0,150.0,black-metal
Kings & Queens - Until Dawn Remix,195,0,Ava Max;Until Dawn,Dance Dance Dance,0.614,0.894,1,-5.627,0.0328,0.00014,0.000308,0.263,0.444,122.951,395.0,98.0,breakbeat
Sick Face,211,9,Datach'i,System,0.776,0.895,2,-7.072,0.0709,0.0386,0.546,0.113,0.133,116.978,406.0,101.0,idm
Marbles,229,0,Plone,For Beginner Piano,0.579,0.399,1,-7.989,0.0259,0.418,0.00499,0.11,0.273,97.978,368.0,91.0,idm
Atlas - Adriatique Remix,377,48,Marc Romboy;Stephan Bodzin;Adriatique,Atlas (Remixes),0.767,0.688,6,-9.108,0.0496,0.00177,0.875,0.0644,0.036,124.002,769.0,192.0,techno
Volta pro seu Nego,167,41,Iguinho e Lulinha,Simbora pra Vaquejada,0.642,0.823,7,-4.57,0.0323,0.429,1.07e-06,0.281,0.961,152.016,421.0,106.0,forro
Taking a Gap Year,235,25,Matt Large,Taking a Gap Year,0.641,0.343,8,-9.06,0.0527,0.692,0.88,0.114,0.345,148.2,577.0,144.0,study
Dumcore,309,17,DJ Isaac,Thunderdome 25 Years Of Hardcore,0.737,0.633,1,-12.916,0.11,0.0742,0.896,0.516,0.341,174.076,888.0,223.0,happy
艶姿ナミダ娘,257,31,Kyoko Koizumi,艶姿ナミダ娘,0.76,0.826,6,-7.248,0.0395,0.284,0.000723,0.0664,0.935,147.758,628.0,156.0,techno
Hurricane Season,119,23,"Sarah, the Illstrumentalist",Hurricane Season,0.592,0.451,7,-6.854,0.08,0.428,0.835,0.0987,0.204,176.191,350.0,87.0,study
Cold Kickin' Ass,210,11,Paul Elstak,Hardcore Top 100 - Best Of 2021,0.65,0.992,8,-0.882,0.0804,0.03,1.13e-05,0.501,0.373,95.018,330.0,84.0,happy
De Sade,238,23,Centhron,Allvater,0.458,0.984,7,-4.721,0.155,0.0028,0.0253,0.0428,0.307,144.996,560.0,139.0,industrial
Passarinho,185,38,Zé Vaqueiro,O Original,0.707,0.957,9,-1.702,0.0518,0.517,4.57e-05,0.076,0.868,156.044,460.0,116.0,forro
Daydream,158,39,Ensidya,Daydream,0.68,0.206,8,-10.361,0.0671,0.582,0.519,0.0957,0.168,70.094,180.0,44.0,study
Hell Is Where I Stay,274,21,Hypocrisy,End of Disclosure,0.478,0.902,6,-6.734,0.0447,1.41e-05,0.878,0.303,0.224,134.98,606.0,151.0,black-metal
Cigana,109,49,Dan Ventura,Seresta do Dan Ventura,0.925,0.786,0,-4.835,0.0396,0.0612,4.26e-06,0.0925,0.96,128.033,232.0,57.0,forro
A2PRES107 - Original Mix,394,13,Chez Damier;Ron Trent;M.D,Hip To Be Disillusioned Vol. 1,0.818,0.675,1,-9.087,0.0687,0.000512,0.804,0.091,0.845,123.687,805.0,200.0,chicago-house
Hey St. Peter (Radio Edit),204,30,The Disco Boys,Hey St. Peter,0.604,0.858,8,-6.463,0.0647,0.0156,2.98e-05,0.306,0.695,129.978,423.0,104.0,techno
Vortex,157,33,Gesaffelstein,Hyperion,0.663,0.715,1,-12.426,0.123,0.0971,0.945,0.189,0.448,184.014,466.0,117.0,techno
Jabr,204,2,Padra,Jabr,0.379,0.932,7,-6.91,0.0516,0.000211,2.62e-06,0.162,0.192,180.056,594.0,148.0,iranian
"Mann Melo, Pt. 1",247,19,Jasleen Royal;Siddharth Amit Bhavsar,Sharato Lagu (Original Motion Picture Soundtrack),0.642,0.329,2,-9.977,0.0262,0.703,0.00282,0.103,0.45,101.993,414.0,103.0,indian
Melhor Lugar: Sessão Acústica,252,42,Marcelo Markes,Melhor Lugar: Sessão Acústica,0.335,0.298,8,-12.329,0.0328,0.859,0.00183,0.109,0.105,126.957,434.0,109.0,brazil
Don't Go - 2021 Mix,334,0,Klubfiller;Steve Hill,"Full Length Cardio Workout, Vol. 5",0.6,0.947,10,-8.169,0.0596,0.000272,0.681,0.137,0.278,145.008,799.0,200.0,happy
Unashamed - Beauty In The Broken Album Version,304,39,Starfield,Beauty In The Broken,0.442,0.458,5,-7.875,0.0259,0.0979,0.0,0.187,0.139,153.991,776.0,195.0,afrobeat
Call on Me (Ryan Riback Remix),222,65,Starley;Ryan Riback,Call on Me (Remixes),0.67,0.839,0,-4.023,0.036,0.0607,0.000764,0.159,0.726,105.002,385.0,95.0,chicago-house
Killing Fields,336,22,FGFC820,Law & Ordnance,0.53,0.992,5,-4.755,0.0566,0.000437,0.395,0.341,0.578,141.995,791.0,199.0,industrial
Mayday,216,28,NRG,Afrikaans se Goue Sterre,0.772,0.767,4,-5.515,0.0341,0.0221,0.0,0.105,0.787,144.984,519.0,130.0,techno
