name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
God Only Knows (Timbaland Remix),215020,0,48,for KING & COUNTRY;Echosmith;Timbaland,God Only Knows (Timbaland Remix),0.7,0.487,11,-5.437,0.0,0.0486,0.208,0.0,0.11,0.363,143.964,4.0,indian
Around The World,205573,0,24,The Nightraver;DJ Trevor,Around The World,0.49,0.937,1,-7.507,1.0,0.0529,0.0429,0.866,0.0864,0.14,164.595,4.0,happy
Penúltimo beso (feat. Miguel Campello),212015,0,52,Taburete;Miguel Campello,Penúltimo beso (feat. Miguel Campello),0.574,0.654,2,-5.98,0.0,0.126,0.205,0.0,0.123,0.406,140.043,4.0,spanish
Gone Gone Gone,264842,0,24,The Brothers Comatose,Turning Up The Ground,0.57,0.782,2,-5.601,1.0,0.0267,0.476,0.0321,0.126,0.668,105.4,4.0,bluegrass
Galaxy Bounce,207893,0,43,The Chemical Brothers,Come With Us,0.723,0.882,6,-4.665,0.0,0.107,7.8e-05,0.618,0.382,0.491,120.027,4.0,breakbeat
the promenade,123000,0,30,really big mountains,train legs,0.771,0.49,5,-10.394,0.0,0.0554,0.943,0.835,0.226,0.636,100.0,4.0,study
Fuck martina,224119,0,26,Neophyte,Not Enough Middle Fingers,0.559,0.937,11,-9.511,1.0,0.0702,0.000126,0.851,0.147,0.34,184.999,4.0,happy
You Are the Reason - Piano & Cello,173406,0,36,Benny Martin;The Wong Janice,You Are the Reason (Piano & Cello),0.193,0.134,10,-17.84,1.0,0.0486,0.973,0.88,0.116,0.0959,171.485,3.0,disney
Kesariya - Dance Mix,197400,0,56,Pritam;Shashwat Singh;Antara Mitra;Arijit Singh,Brahmastra (Original Motion Picture Soundtrack),0.7,0.699,10,-4.193,0.0,0.0531,0.45,0.0,0.103,0.567,100.037,4.0,indian
Pursue,422426,0,37,Hillsong Young & Free,This Is Living,0.41,0.531,11,-7.9,1.0,0.0339,0.203,0.00121,0.182,0.074,87.955,4.0,iranian
O God Forgive Us,205386,0,52,for KING & COUNTRY;KB,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),0.464,0.225,0,-9.155,1.0,0.0403,0.587,5.64e-06,0.116,0.214,84.677,4.0,indian
Sands of Aruba,279224,0,38,Mr. Fingers,Cerebral Hemispheres,0.699,0.578,1,-15.418,0.0,0.0333,0.00906,0.929,0.117,0.555,117.003,4.0,chicago-house
数到五,236000,0,36,BY2,数到五,0.499,0.537,5,-7.823,0.0,0.0514,0.721,0.0,0.104,0.253,127.406,4.0,mandopop
Aankhon Mein Teri,72121,0,0,Manas Roy,Aankhon Mein Teri,0.594,0.304,6,-10.817,1.0,0.0291,0.869,0.00035,0.167,0.718,113.873,4.0,indian
Free Again,145511,0,37,DJ Zinc,Free Again,0.56,0.879,9,-4.941,0.0,0.0285,0.0143,6.88e-05,0.147,0.57,127.038,4.0,j-dance
Blow The Roof,184919,0,1,Louis The Child;Kasbo;EVAN GIIA,EDM Gaming Music Autumn/Winter 2022,0.592,0.826,4,-4.506,1.0,0.0633,0.0938,0.0,0.149,0.357,105.017,4.0,chicago-house
Before I Lose My Mind,205402,0,64,Claptone;Say Yes Dog,Heartbeat,0.872,0.51,1,-8.433,0.0,0.066,0.101,0.0202,0.0821,0.958,120.005,4.0,techno
Oh my sun,220293,1,26,Art Of Fighters,Still fighting - 15 years of Art of Fighters Hardcore,0.329,0.945,9,-5.088,1.0,0.0891,0.0628,0.0293,0.322,0.0384,94.958,4.0,happy
Never Surrender,288493,0,0,Combichrist,Making Monsters,0.695,0.699,2,-7.813,1.0,0.0827,0.0146,0.0222,0.106,0.209,135.015,4.0,industrial
Mar de Doçura,202501,0,48,Cavaleiros do Forró,Cavaleiros do Forró Meio a Meio,0.438,0.909,6,-3.69,1.0,0.0534,0.644,0.0,0.375,0.562,170.146,4.0,forro
Pistoleros - Edit,220909,1,21,Dub Pistols;Seanie T,Pistoleros,0.696,0.875,11,-3.95,1.0,0.132,0.114,0.0,0.331,0.719,176.039,4.0,breakbeat
メディテーション,236786,0,30,Seiko Matsuda,ユートピア,0.601,0.45,2,-9.663,1.0,0.0304,0.542,0.000653,0.293,0.442,133.186,4.0,j-idol
Primeiro de Abril,207280,0,47,Léo Magalhães,"Bebo e Choro, Vol. 6",0.613,0.828,11,-3.536,1.0,0.042,0.633,0.0,0.149,0.806,145.837,4.0,forro
Topo do Mundo,185864,0,18,Afrocidade,Vivão,0.744,0.863,1,-4.424,1.0,0.0375,0.0242,0.000183,0.151,0.676,132.983,4.0,afrobeat
Neon Memories,275979,0,31,death's dynamic shroud,Darklife,0.608,0.703,4,-7.167,1.0,0.0312,0.0432,0.0478,0.218,0.271,135.002,4.0,techno
The Root of All Evil,236293,1,28,Psychostick,Space Vampires vs Zombie Dinosaurs in 3D,0.518,0.816,6,-5.092,1.0,0.164,0.0061,0.00197,0.212,0.534,121.356,4.0,industrial
Prima Materia,266663,0,0,mHz,Hg,0.559,0.923,10,-9.051,1.0,0.137,0.0184,0.769,0.221,0.12,128.958,4.0,iranian
Forever Hate You,188240,0,20,Deicide,Insineratehymn,0.469,0.796,2,-8.973,1.0,0.0551,0.00145,0.197,0.185,0.649,96.192,3.0,black-metal
小幸運,265521,0,62,Hebe Tien,小幸運,0.519,0.412,0,-8.584,1.0,0.0365,0.75,0.0,0.101,0.506,157.916,4.0,mandopop
Kabhi Toh Paas Mere Aao (Lofi Flip),98471,0,51,Jay Kava,Kabhi Toh Paas Mere Aao (Lofi Flip),0.433,0.387,3,-15.923,0.0,0.107,0.623,0.000437,0.166,0.222,135.944,4.0,indian
Green Light,247542,0,12,Ed Solo;Darrison,Don't Stop,0.798,0.737,10,-5.343,0.0,0.205,0.00167,2.42e-05,0.137,0.707,175.057,4.0,breakbeat
Whisper,226299,0,16,Himera;JEL: The Digital Dream Girl,Whisper,0.685,0.788,8,-6.184,1.0,0.0789,0.0145,0.896,0.0769,0.457,139.946,4.0,techno
失重前幸福,220962,0,55,艾薇,I,0.647,0.473,6,-6.847,0.0,0.0353,0.728,0.0,0.15,0.227,129.961,4.0,mandopop
A Whole New World - Remastered 2022,160306,0,57,Brad Kane;Lea Salonga;Disney,Walt Disney Records The Legacy Collection: Aladdin,0.273,0.227,0,-15.742,1.0,0.0351,0.848,2.31e-06,0.102,0.142,129.272,4.0,disney
Clima Tropical,209614,0,57,Dani Fernández,Entre las dudas y el azar,0.581,0.839,4,-5.968,1.0,0.0517,0.121,1.95e-06,0.102,0.413,146.928,4.0,spanish
Tha Real Disco,362945,0,6,Mike Dunn,Defected Presents House Masters: Mike Dunn,0.753,0.816,1,-6.378,1.0,0.0306,1.84e-06,0.746,0.114,0.91,128.765,4.0,chicago-house
What Is Love,231000,0,31,Dhruv Kapoor,What Is Love,0.632,0.362,5,-13.499,1.0,0.0348,0.624,0.000194,0.108,0.299,78.968,4.0,indian
La Oveja Negra,243692,1,29,Cyclo,La Oveja Negra,0.795,0.597,5,-9.068,0.0,0.0464,0.0303,0.000134,0.0994,0.262,129.958,4.0,spanish
Don't Quit - Original Mix,150515,0,4,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.601,0.814,11,-4.402,0.0,0.0498,0.000722,0.432,0.512,0.329,175.014,4.0,happy
Chicago House Scene - Freaky Mix Silk Extended Edit,290145,0,6,"Fast Eddie;Steve ""Silk"" Hurley","The Chicago LP, Volume 3 of 4",0.961,0.877,11,-5.38,0.0,0.151,0.00166,1.54e-05,0.275,0.365,117.507,4.0,chicago-house
Lima,240000,0,0,Ali Phi,Left,0.144,2.02e-05,2,-22.636,0.0,0.0954,0.994,0.935,0.14,0.0,135.515,4.0,iranian
Shorty,183000,0,63,FERNANDOCOSTA,Tirititando,0.607,0.587,11,-8.409,1.0,0.171,0.101,0.0,0.139,0.26,171.946,4.0,spanish
Pure Brown Noise - Loopable Background,71397,0,34,Meditation Spa;Deep Sleep;White Noise Therapy;Relaxation;Deep Sleep Relaxation;Deep Sleep Meditation;Relaxing White Noise,Appliances and other Household Ambiences (Loopable background noises),0.0,2.01e-05,10,-17.502,0.0,0.0,0.0,0.124,0.688,0.0,0.0,0.0,sleep
Aži Dahāka,186635,0,23,Therion,Leviathan,0.359,0.87,9,-11.567,0.0,0.0641,0.000486,0.00031,0.103,0.264,186.046,4.0,black-metal
Far From Any Road,274285,0,0,Comaduster,FiXT Presents: Sinister Sounds,0.544,0.49,2,-10.438,1.0,0.0395,0.0125,0.541,0.109,0.172,87.505,4.0,idm
鐵幕誘惑,246960,0,27,Aaron Kwok;Frankie,郭富城精選2006,0.773,0.869,1,-6.239,1.0,0.0689,0.0617,5.41e-05,0.102,0.426,110.23,4.0,mandopop
Give a Little Dub,256920,1,15,Dub Pistols;Bunna;Barry Ashworth;Will Hensel,Worshipping the Dollar,0.632,0.735,1,-8.107,1.0,0.0401,0.00796,0.0243,0.349,0.686,142.06,4.0,breakbeat
Caixa de Saudade - Ao Vivo,178415,0,39,Kevi Jonny,Caixa de Saudade (Ao Vivo),0.55,0.665,0,-2.608,1.0,0.0662,0.301,0.0,0.126,0.643,143.441,4.0,forro
大風吹,236080,0,6,No Party For Cao Dong,醜奴兒,0.523,0.543,2,-9.544,1.0,0.0385,0.0694,0.00234,0.0516,0.489,175.944,4.0,mandopop
Clubhouse Birthday Party,144106,0,47,Mickey Mouse;Goofy,Mickey Mouse Clubhouse,0.595,0.612,0,-5.913,1.0,0.05,0.295,0.0,0.257,0.942,99.941,4.0,disney
The Light Tears Apart,256687,0,0,Shivered,Journey to Fade,0.443,0.932,4,-5.086,0.0,0.0715,2.47e-05,0.00178,0.375,0.454,159.935,4.0,iranian
Milh,324573,0,0,Plaid,Not For Threes,0.456,0.314,9,-11.722,0.0,0.0399,0.468,0.874,0.0804,0.167,105.918,4.0,idm
Como É Que Cancela,190162,0,52,Pablo,Gênio da Latinha,0.649,0.666,11,-4.871,0.0,0.0706,0.404,0.0,0.302,0.783,131.812,4.0,forro
Time Moves On - Doctor Dru Remix,234193,0,38,Brigado Crew;Ubbah;Doctor Dru,Too Late EP,0.712,0.729,5,-8.352,0.0,0.0642,9.57e-05,0.91,0.0967,0.694,124.006,4.0,techno
後來的我們,346282,0,62,Mayday,自傳,0.488,0.602,0,-3.697,1.0,0.0277,0.0119,0.0,0.0825,0.225,78.011,4.0,mandopop
Unheard Melodies - Edit,280658,0,25,µ-Ziq;Mrs Jynx,Unheard Melodies (Edit),0.741,0.529,9,-11.568,0.0,0.0394,0.0179,0.95,0.11,0.171,115.028,4.0,idm
lizardking,114000,0,10,frek!,strawberry fields,0.64,0.258,6,-12.636,0.0,0.111,0.187,0.812,0.102,0.158,79.903,4.0,study
A Vida É Curta Pra Viver Depois,217866,0,30,BaianaSystem;Carolaine,Oxeaxeexu,0.682,0.703,8,-6.92,1.0,0.0531,0.356,0.00012,0.116,0.575,91.973,4.0,afrobeat
Neon Tombstone,294933,0,28,The Wood Brothers,The Muse,0.546,0.437,10,-8.993,1.0,0.0326,0.289,0.000312,0.119,0.534,129.955,4.0,bluegrass
Paradise Rain,268471,0,40,Sound Sleeping,Sleep (Rain Sounds Compilation),0.0,0.0474,2,-15.677,0.0,0.0,0.117,0.989,0.79,0.0,0.0,0.0,sleep
Raiva De Saudade,173047,0,27,Kevi Jonny,"Com amor, Kevi Jonny",0.712,0.617,6,-4.812,1.0,0.0476,0.45,0.0,0.131,0.81,136.982,4.0,forro
The Gate,486360,0,14,Plump DJs,Eargasm,0.75,0.995,7,-6.776,1.0,0.0778,0.229,0.883,0.103,0.716,132.052,4.0,breakbeat
Verte Ganar,221706,0,21,Blanco Palamera,Verte Ganar,0.79,0.587,6,-5.964,1.0,0.0617,0.354,0.769,0.0776,0.571,107.031,4.0,spanish
倒數,229333,0,58,G.E.M.,倒數,0.526,0.671,5,-5.655,1.0,0.0324,0.0215,2.7e-06,0.104,0.204,164.062,4.0,mandopop
Room Service 24/7,212000,0,33,PIÑA PINK,Room Service 24/7,0.686,0.383,8,-15.567,1.0,0.062,0.699,0.849,0.123,0.19,75.001,4.0,study
Summer Feeling,180600,0,67,Matoma;Jonah Kagen,Summer Feeling,0.651,0.702,10,-7.833,1.0,0.0876,0.0256,4.87e-05,0.129,0.539,124.924,4.0,chicago-house
We Are Phuture,514773,0,6,Phuture,We Are Phuture,0.74,0.863,7,-10.917,0.0,0.0717,0.0663,0.389,0.142,0.18,126.731,4.0,chicago-house
Get Lucky - Nick The Lot Remix,246942,0,8,Deekline;Specimen A;Nick The Lot,Get Lucky (Nick The Lot Remix),0.738,0.88,6,0.194,0.0,0.229,0.00106,0.00083,0.187,0.449,87.488,4.0,breakbeat
Queen Of Heresy,216213,1,20,Cruel Force,The Rise Of Satanic Might,0.188,0.984,6,-5.223,1.0,0.0945,1.62e-06,0.847,0.195,0.446,186.646,4.0,black-metal
BazeFaze - SPLT SCND INTERLUDE RMX 8,71592,0,1,DJ Ruffneck;SPLT SCND,BazeFaze (SPLT SCND RMXS),0.451,0.977,4,-5.082,1.0,0.0879,0.00299,0.00147,0.715,0.0756,112.683,3.0,happy
Fallen from Grace,274526,0,1,AMONGST THE ASHES,The Fabricated Monolith,0.464,0.956,0,-6.073,1.0,0.0556,5.57e-05,0.0899,0.113,0.448,94.93,4.0,iranian
DOLCE,242006,0,37,Young Cister;Duki,LO MAS XULO DE TU INSTA,0.783,0.656,7,-4.009,0.0,0.0491,0.0678,4.92e-06,0.17,0.469,92.02,4.0,spanish
Złowieszcze Tango,162440,0,16,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),0.423,0.187,6,-12.164,1.0,0.0385,0.598,0.571,0.26,0.519,96.039,4.0,disney
44 Problems,250453,0,47,Xamã;Bagua Records,Pecado Capital,0.527,0.833,5,-5.11,0.0,0.212,0.0337,0.0,0.0586,0.832,84.041,4.0,brazil
Kummati,213333,0,13,6091,Kummati,0.578,0.459,11,-11.68,1.0,0.0863,0.674,0.349,0.377,0.182,152.94,4.0,indian
つくり囃子,260213,0,20,PASSEPIED,娑婆ラバ,0.445,0.775,2,-2.185,1.0,0.038,0.00993,0.00185,0.305,0.422,136.154,4.0,j-idol
How Do You Know?,238746,0,21,The Infamous Stringdusters,Toward the Fray,0.559,0.844,4,-6.456,1.0,0.0353,0.39,0.0321,0.171,0.571,100.71,4.0,bluegrass
Un adiós - 2014 Remaster,209920,0,28,Tony Landa,Momentos junto a ti (Remasterizado 2014),0.419,0.866,4,-4.161,1.0,0.0337,0.31,3.15e-06,0.221,0.964,153.404,4.0,spanish
Left Hand March,268653,0,11,Witchery,Nightside,0.435,0.874,2,-4.197,0.0,0.043,0.00191,0.0147,0.139,0.373,142.154,4.0,black-metal
O Segundo Sol,262550,0,46,Nando Reis;DUDA BEAT,DUDA BEAT & NANDO REIS,0.643,0.511,4,-9.949,1.0,0.0329,0.0625,0.00167,0.0845,0.538,146.879,4.0,brazil
If You're Gonna Love Someone,293803,0,23,The Infamous Stringdusters,Rise Sun,0.525,0.745,7,-6.152,1.0,0.0281,0.129,0.0727,0.247,0.657,132.53,4.0,bluegrass
Sinna - Radio Edit,240625,0,12,Kraff Gad,Sinna,0.771,0.572,1,-5.491,0.0,0.0936,0.689,0.0119,0.167,0.231,96.032,4.0,j-dance
不對稱的愛情 (主題曲),273231,0,24,Eli Low,《攻星計》電視連續劇原聲帶,0.507,0.594,5,-4.956,1.0,0.0275,0.459,0.0,0.131,0.222,149.826,4.0,mandopop
Todo el Mundo a Natación,49986,0,23,Doctora Juguetes;Felpita;Lambie;Chica Surfer,Doctora Juguetes: Ya Llegó la Doctora,0.605,0.802,2,-3.276,1.0,0.0401,0.176,0.0,0.159,0.914,152.187,4.0,disney
The Caucus Race,145652,0,1,Cameron's Bedtime Classics,Alice in Wonderland,0.217,0.271,1,-16.137,1.0,0.0404,0.93,0.89,0.114,0.0452,125.542,4.0,disney
sea foam,139090,0,30,sound butler,sea foam,0.73,0.356,0,-10.137,1.0,0.0509,0.741,0.908,0.383,0.266,88.011,4.0,study
After Hours,127817,0,22,Olivier Abeille,Embrasser,0.517,0.14,11,-18.992,1.0,0.0484,0.797,0.888,0.105,0.0751,156.079,4.0,study
落ちこぼれのスター,279150,0,33,Banty Foot;EXPRESS,#CCC,0.533,0.717,10,-4.71,1.0,0.0358,0.327,0.0,0.093,0.74,147.958,4.0,j-dance
Gravy,173371,0,21,Jobii,Meander,0.662,0.466,4,-8.315,1.0,0.0398,0.802,0.482,0.126,0.129,146.073,4.0,study
Dying to Live,189105,0,23,Sevendust,Dying To Live,0.498,0.948,6,-5.832,1.0,0.0776,7.17e-05,0.0348,0.0775,0.509,134.978,4.0,industrial
Baby Wants to Ride - Re-Directed Radio Version,197142,0,15,Frankie Knuckles;Director's Cut;Eric Kupper;Jamie Principle,Baby Wants to Ride (Re-Directed),0.798,0.868,7,-6.933,1.0,0.0573,0.000216,0.829,0.177,0.906,126.031,4.0,chicago-house
Slumber,240000,0,0,Ocoeur,Connections,0.151,0.0713,11,-19.015,1.0,0.0463,0.858,0.849,0.112,0.0304,146.227,4.0,idm
Want U Bad,222000,0,1,Fern.,Want U Bad,0.469,0.315,6,-15.836,1.0,0.0496,0.871,0.000184,0.111,0.353,79.947,4.0,study
OMG What's Happening,179831,0,3,Ava Max,Happy Commute,0.698,0.854,9,-3.84,0.0,0.0451,0.101,0.0,0.107,0.931,124.042,4.0,breakbeat
Freguês da Meia Noite - Instrumental,251346,0,4,Criolo,Nó na Orelha (Instrumental),0.538,0.379,7,-10.031,1.0,0.035,0.222,0.774,0.111,0.533,175.949,4.0,afrobeat
Estás Entre Nós (feat. Monsenhor Jonas Abib),272173,0,48,Eliana Ribeiro;Monsenhor Jonas Abib,Tempo de Colheita,0.596,0.401,2,-8.364,0.0,0.0297,0.654,0.0,0.0913,0.124,126.051,4.0,brazil
Dis moi poupée,202186,0,23,Therion,Les Fleurs du mal,0.513,0.935,11,-2.608,0.0,0.0425,0.0021,0.0765,0.162,0.606,115.047,4.0,black-metal
O Que Sua Glória Fez Comigo (Ao Vivo),326751,0,30,André Leono;Fabiana Sinfrônio,O Que Sua Glória Fez Comigo (Ao Vivo),0.438,0.512,2,-6.903,0.0,0.029,0.104,0.0,0.165,0.251,139.913,4.0,disney
Space & Time,292493,0,30,VNV Nation,Automatic,0.517,0.794,6,-5.915,0.0,0.0312,7.46e-05,4.15e-05,0.149,0.706,126.999,4.0,industrial
I'm trying but I can't reach you father,328737,0,6,Sote,Majestic Noise Made in Beautiful Rotten Iran,0.443,0.666,5,-13.252,0.0,0.0516,0.136,0.59,0.0987,0.0701,162.025,4.0,iranian
Bang! Goes Old Betsy,122840,0,23,George Bruns,Country Bear Jamboree,0.615,0.436,0,-10.303,1.0,0.0382,0.504,0.402,0.0864,0.964,169.505,4.0,disney
Köyliönjärven jäällä (Pakanavedet II),388280,0,3,Moonsorrow,Suden Uni,0.257,0.985,9,-4.431,1.0,0.0755,4.55e-06,0.919,0.583,0.174,97.753,4.0,black-metal
The Wild Palm,195978,0,3,Kyson,Lucky Notes,0.297,0.249,2,-14.813,1.0,0.037,0.971,0.00568,0.121,0.0428,58.371,4.0,idm
Armageddon Death Squad,175293,0,44,Impaled Nazarene,All That You Fear,0.22,0.984,9,-4.698,0.0,0.113,1.07e-06,0.933,0.0544,0.125,184.908,4.0,black-metal
Falling Away from Me,270920,1,75,Korn,Issues,0.468,0.769,4,-7.036,1.0,0.041,0.00014,0.00124,0.271,0.17,104.102,4.0,black-metal
A Praia,221354,0,40,Mastruz Com Leite,Forró do Leão,0.584,0.935,1,-4.701,0.0,0.0489,0.0351,0.0,0.589,0.772,107.967,4.0,forro
任我行,278640,0,51,Eason Chan,The Key,0.417,0.375,5,-11.861,1.0,0.0344,0.766,2.41e-05,0.133,0.464,130.416,4.0,mandopop
Tu Hi Haqeeqat,302026,0,74,Pritam;Javed Ali;Irshan Ashraf;Shadab,Tum Mile (Original Motion Picture Soundtrack),0.705,0.744,4,-5.416,0.0,0.0341,0.582,0.0,0.2,0.706,115.959,4.0,indian
My Bonnie,142549,0,14,Jon Sarta,Piano Lullabies for Bedtime,0.662,0.0683,10,-18.923,1.0,0.0351,0.994,0.901,0.108,0.319,116.119,3.0,disney
Under You,262733,0,3,Ten City,"THAT WAS THEN, THIS IS NOW",0.663,0.57,2,-10.465,1.0,0.0304,0.0426,0.0122,0.281,0.687,103.287,4.0,chicago-house
Blue Monday - Single Mix,269693,0,31,Orgy,Rock Recycling: Covered In Rock,0.559,0.767,8,-7.252,1.0,0.0369,0.000378,7.62e-06,0.0322,0.773,129.819,4.0,industrial
Tetra 94 - Part 1,196255,0,30,Ishome,Confession,0.761,0.686,6,-9.091,1.0,0.0417,0.0168,0.0629,0.361,0.423,123.016,4.0,idm
TAPE MEASURE,170789,1,39,Spice,Emancipated,0.717,0.753,11,-5.934,0.0,0.24,0.157,0.00858,0.218,0.257,103.77,4.0,j-dance
渚のバルコニー,223013,0,24,Seiko Matsuda,渚のバルコニー,0.706,0.739,7,-6.448,1.0,0.0281,0.215,2.44e-06,0.186,0.8,129.753,4.0,j-idol
"Dil Beparvah - The Dewarists, Season 5",250000,0,57,Ankur Tewari;Prateek Kuhad;Dhruv Bhola;Nikhil Vasudevan,"Dil Beparvah (The Dewarists, Season 5)",0.762,0.391,1,-11.735,1.0,0.0337,0.867,0.000521,0.112,0.355,137.956,3.0,indian
I Miss Billy The Kid,188880,0,26,Billy Dean,Billy Dean the Hits,0.561,0.772,2,-4.839,1.0,0.028,0.107,0.0,0.122,0.61,171.778,4.0,bluegrass
El Cazador Y La Serpiente,272586,0,27,Carlos Sadness,Ciencias Celestes,0.67,0.353,2,-14.106,1.0,0.0354,0.725,0.00514,0.139,0.204,121.937,4.0,spanish
イスデタビ,108600,0,10,Rei Harakami,広い世界 と せまい世界,0.471,0.587,6,-10.642,1.0,0.042,0.846,0.929,0.302,0.726,118.44,4.0,idm
Tides,143360,0,8,Nathan Kawanishi;Kowrites,Tides,0.58,0.2,2,-10.884,0.0,0.217,0.933,0.856,0.0944,0.335,74.873,4.0,study
Dark and Lovely Clouds with Thunder,77883,0,33,Thunderstorms;Thunderstorm;Calming Sounds,Heavy Thunder and Soft Rain,0.196,0.448,10,-23.336,1.0,0.0706,0.65,0.93,0.208,0.0235,109.135,4.0,sleep
Jelly-Bean,126000,0,17,Gaze,Mitsumeru,0.408,0.922,7,-6.786,1.0,0.0465,0.00205,0.126,0.332,0.828,113.86,4.0,techno
Scoobs In Columbia,334893,0,0,Plaid,Trainer,0.702,0.996,10,-7.349,0.0,0.0415,0.0746,0.818,0.298,0.693,118.128,4.0,idm
Children Of The Night - Radio Edit,246106,0,52,Nakatomi,Children Of The Night,0.592,0.894,2,-6.236,1.0,0.0653,0.00198,0.000159,0.0833,0.654,171.39,4.0,happy
辛,300300,0,13,Ryuji Imaichi,RILY’S NIGHT -百合演夜-,0.674,0.513,1,-6.53,1.0,0.0887,0.437,0.0,0.0818,0.63,67.524,4.0,j-dance
Hamatoono Dastgir Mikonam!,59221,0,0,Najand,The November Revolution,0.269,0.79,5,-5.318,1.0,0.0577,1.2e-05,0.901,0.361,0.15,135.822,1.0,iranian
Always RIP - Eddie K & Minus Remix,356573,0,14,Ed Solo;Deekline,"Always RIP, Pt. 1",0.556,0.935,9,-2.385,0.0,0.0498,0.0117,6.98e-06,0.332,0.0743,87.505,4.0,breakbeat
And Died Again - Edit,195551,1,20,Nosferatu,Decibel outdoor 2017,0.523,0.982,9,-3.606,0.0,0.0895,0.112,4.26e-05,0.341,0.259,97.436,4.0,happy
Holterdiepolter - LIZOT Remix Edit,195600,0,23,Anstandslos & Durchgeknallt;Georg Stengel;LIZOT,Holterdiepolter (LIZOT Remix),0.477,0.87,0,-5.812,1.0,0.245,0.0892,0.0,0.174,0.486,123.917,4.0,happy
Wind And Rain,80703,0,39,Healing Sounds for Deep Sleep and Relaxation,Waves for Sleep,0.0818,0.589,0,-22.521,1.0,0.0672,0.477,0.938,0.367,1e-05,85.748,3.0,sleep
Behold the Lamb of God (Remastered 2014),192877,0,0,Traditional;London Philharmonic Orchestra;The London Philharmonic Chorus,"Classical Christmas, Vol. 2",0.22,0.27,7,-14.024,0.0,0.0361,0.968,0.854,0.175,0.0441,84.399,4.0,sleep
Not Alone - ReeLLove Remix,331093,0,10,Lusine;ReeLLove,Retrace Remixes,0.61,0.791,4,-8.23,0.0,0.0518,0.213,0.782,0.086,0.589,171.995,4.0,idm
Dil Mera,232625,0,49,Vismay Patel,Dil Mera,0.574,0.298,9,-12.637,1.0,0.0263,0.902,0.0,0.107,0.301,80.017,4.0,indian
"Landjugend (Baby, i bin von der...) - Habe & Dere Remix",174705,0,25,Die Draufgänger;Stefan Rauch;Habe & Dere,"Landjugend (Baby, i bin von der...) [DJ Robin Remix]",0.754,0.869,6,-5.794,0.0,0.174,0.00836,4.15e-06,0.259,0.863,135.977,4.0,happy
Tudo Pro Alto,203093,0,44,Charlie Brown Jr.,100% Charlie Brown Jr - Abalando A Sua Fábrica,0.215,0.945,10,-7.201,0.0,0.0798,0.000639,0.453,0.204,0.603,179.079,4.0,brazil
Rubai 1 To 5,371626,0,0,Kiawasch Sahebnassagh;Amirhosein Allah Yari,Forty Poems To Kharaghan,0.358,0.149,0,-19.512,1.0,0.0399,0.777,0.00711,0.11,0.113,131.267,4.0,iranian
"Aguente, Guerreiro",307750,0,47,Anderson Freire;Midian Lima,"Aguente, Guerreiro",0.327,0.542,2,-8.352,1.0,0.0523,0.129,0.0,0.0945,0.291,89.533,4.0,brazil
You Lord,194690,0,14,Rygin King,Therapy,0.731,0.616,11,-6.134,0.0,0.129,0.42,2.95e-06,0.322,0.354,89.995,4.0,j-dance
Broken Trees,400426,0,0,Silent Path,Mourner Portraits,0.149,0.617,4,-6.053,0.0,0.0581,0.348,0.922,0.318,0.0569,135.748,4.0,iranian
KTMBK,154434,0,69,Zaeden;Hanita Bhambri,Genesis 1:1,0.898,0.435,6,-8.834,1.0,0.0489,0.555,0.0,0.139,0.836,115.034,4.0,indian
Protection,349968,0,47,Alcest,Spiritual Instinct,0.156,0.901,6,-8.03,1.0,0.0562,1.99e-05,0.806,0.035,0.171,145.627,3.0,black-metal
Say So,237893,1,80,Doja Cat,Hot Pink,0.787,0.673,11,-4.583,0.0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,4.0,breakbeat
Penetration Testing,302769,0,17,Leonce,Penetration Testing,0.799,0.968,7,-7.343,1.0,0.0484,2.98e-06,0.907,0.16,0.1,129.99,4.0,techno
Jack Your Body - Club Your Body,411946,0,13,J.M. Silk,Hold on to Your Dream (Bonus Track Version),0.805,0.765,10,-8.301,0.0,0.0674,0.0107,0.327,0.23,0.909,121.904,4.0,chicago-house
I Was Wrong,94680,0,0,Black Tambourine,Black Tambourine,0.499,0.933,9,-4.22,0.0,0.0377,0.0425,0.928,0.288,0.977,126.508,4.0,techno
Sarmaş Dolaş,197600,0,38,Gündoğarken,Bir Yaz Daha Bitiyor,0.326,0.789,10,-5.472,0.0,0.0982,0.129,0.0,0.116,0.684,202.34,4.0,j-dance
10 Little Numbers,114294,0,47,Belle and the Nursery Rhymes Band,Nursery Rhymes,0.675,0.381,1,-7.723,1.0,0.0297,0.295,3.91e-05,0.115,0.325,130.047,4.0,disney
致姗姗来迟的你,246022,0,54,A Si;Yoga Lin,我愚蠢的理想主义,0.697,0.628,6,-7.194,0.0,0.0362,0.418,0.0,0.373,0.741,119.99,4.0,mandopop
LUNARSTORM,324000,0,14,Varg²™,EXIT WOUNDS,0.265,0.902,1,-7.732,1.0,0.0535,0.00288,0.47,0.294,0.164,109.433,3.0,techno
