name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,features_duration_ms,time_signature,n_beats,n_bars,popularity_confidence,processing,genre
Cursing the Storm to Come,302851,False,18,Whoredom Rife,Dommedagskvad,0.0698,0.898,0,-5.577,1.0,0.0882,1.02e-05,0.000406,0.12,0.0326,179.84,302852,3.0,825.0,276.0,0.568,3.349056603773585,black-metal
"Summer Rain Sleep Relaxation Sounds, Pt. 54",139600,False,34,Sleepy Times;Sample Rain Library;Nature Recordings,Rain (Sleep & Mindfulness),0.143,0.485,1,-37.61,1.0,0.0464,0.000295,0.996,0.967,0.0252,96.63,139600,4.0,221.0,55.0,0.424,2.36741214057508,sleep
Rap du Bom Parte II - Mús. Incid.: Odara,435141,False,46,Rappin' Hood;Caetano Veloso,Sujeito Homem 2,0.881,0.712,4,-6.392,,0.171,0.414,0.000105,0.113,0.656,95.014,435142,4.0,689.0,172.0,0.811,0.916010498687664,brazil
至少還有你,274800,False,61,Sandy Lam,林憶蓮,0.479,0.542,4,-5.588,1.0,0.0322,0.531,5.19e-06,0.137,0.347,124.692,274800,4.0,555.0,137.0,0.52,0.916010498687664,mandopop
Aviva-Nos - Ao Vivo,491200,False,43,Israel Salazar;André Aquino,Salazar (Ao Vivo / Deluxe),0.325,0.591,11,-9.517,,0.0349,0.1,4.85e-05,0.0957,0.141,73.914,491200,4.0,597.0,151.0,0.722,0.7481162540365985,brazil
I Need You (The Edit),167485,False,20,DJ Icey,Catalysts of the Catalog,0.777,0.652,11,-6.887,0.0,0.075,0.00241,0.000281,0.118,0.279,128.015,167485,4.0,353.0,89.0,0.069,0.7481162540365985,breakbeat
Cumbia Napapauny,198346,False,42,Huichol Musical,Orgullo Mexicano,0.73,0.652,0,-6.862,1.0,0.0333,0.243,0.0179,0.0691,0.971,159.948,198347,,498.0,124.0,0.509,3.349056603773585,spanish
灰姑娘,214200,False,45,Gigi Leung,Fireworks,0.522,0.526,7,-7.892,,0.0334,0.718,0.0,0.102,0.352,145.941,214200,4.0,511.0,128.0,0.345,4.067085953878407,mandopop
Soube que me Amava (Supe que me Amabas),263174,False,47,Aline Barros,Amo Você Vol. 13,0.446,0.481,11,-4.407,1.0,0.0279,0.491,0.0,0.119,0.208,127.494,263175,,552.0,138.0,0.931,0.7481162540365985,brazil
Pig In A Pen,188973,False,28,Old & In The Way,Breakdown,0.474,0.536,2,-12.656,1.0,0.0406,0.628,0.0502,0.94,0.808,132.374,188973,4.0,410.0,103.0,0.076,3.70048309178744,bluegrass
Space Diver,397440,False,57,Boris Brejcha,Space Diver,0.809,0.483,5,-8.655,1.0,0.0615,0.00107,0.853,0.0717,0.336,124.993,397440,4.0,823.0,207.0,0.283,1.2793053545586106,techno
Bang,161854,True,13,Franco Wildlife;Bobby 6ix,North Coast,0.631,0.716,7,-3.505,1.0,0.434,0.0285,3.26e-06,0.127,0.232,81.432,161855,1.0,240.0,59.0,0.245,4.067085953878407,j-dance
Mallorca da bin ich daheim - Orchester Version,264984,False,23,Mia Julia;DJ Mico,Geile Zeit,0.611,0.816,10,-4.076,,0.0559,0.538,0.0,0.156,0.369,129.97,264985,4.0,558.0,140.0,0.87,0.7573891625615764,happy
Queue,186050,False,33,One True God;Not The Father,Queue,0.752,0.874,6,-3.575,,0.159,0.0188,0.795,0.151,0.394,119.03,186050,4.0,369.0,93.0,0.595,1.1709531013615733,techno
Attention,217649,False,10,Luke Vibert,Luke Vibert presents Rave Hop,0.788,0.93,4,-4.437,,0.0517,0.000968,0.116,0.0852,0.5,99.995,217649,4.0,361.0,91.0,0.099,0.916010498687664,idm
Something Suitable - Original Mix,378949,False,0,Format:B,"Stay Real, Vol. 49",0.825,0.478,4,-5.55,1.0,0.0524,0.000126,0.714,0.0823,0.701,126.034,378950,4.0,792.0,199.0,0.395,0.916010498687664,techno
The Beautiful People,222773,True,0,Marilyn Manson,Halloween Metal Nights,0.609,0.948,9,-4.938,1.0,0.113,0.00404,0.0978,0.042,0.786,144.037,222773,4.0,530.0,132.0,0.507,1.343558282208589,industrial
Me Dê Motivo,267853,False,32,Criolo,Viva Tim Maia,0.864,0.623,5,-5.966,1.0,0.0344,0.452,0.00967,0.105,0.84,132.008,267853,4.0,578.0,145.0,0.255,1.2793053545586106,afrobeat
De Bel,203000,False,26,Lawineboys,De Bel,0.845,0.934,7,-4.218,,0.0491,0.0976,0.0,0.306,0.967,134.005,203000,,448.0,111.0,0.779,4.067085953878407,happy
Cerecloth,245400,False,22,Naglfar,Cerecloth,0.361,0.967,1,-6.737,,0.0778,5.79e-06,0.288,0.0876,0.034,115.02,245400,4.0,457.0,114.0,0.248,2.36741214057508,black-metal
Myriad Disguises,412800,False,6,Alphaxone;protoU,Back to Beyond,0.135,0.214,3,-15.965,1.0,0.041,0.603,0.888,0.0783,0.0286,99.778,412800,3.0,613.0,204.0,0.214,1.7389162561576357,iranian
528Hz La frecuencia del amor,170387,False,12,Mc_team,Frecuencias Curativas Solfeggio 528 Hz,0.17,0.052,2,-28.693,1.0,0.0374,0.875,0.904,0.129,0.0475,114.573,170387,4.0,339.0,84.0,0.644,3.70048309178744,brazil
Test & Recognise - Cassius Select Remix,343030,False,33,Seekae;Cassius Select,Test & Recognise (Remixes),0.742,0.734,0,-6.306,0.0,0.1,0.388,0.142,0.111,0.45,127.987,343030,4.0,723.0,181.0,0.835,3.349056603773585,idm
Rising Tide,309600,False,8,Ochre,An Eye To Windward,0.533,0.227,5,-17.876,,0.0295,0.66,0.906,0.138,0.0398,86.0,309600,4.0,439.0,110.0,0.649,1.2793053545586106,idm
Running To The Edge Of The World,385746,True,49,Marilyn Manson,The High End of Low (International Version),0.513,0.581,4,-6.309,0.0,0.0289,0.011,0.00521,0.214,0.072,132.957,385747,4.0,852.0,213.0,0.103,0.916010498687664,industrial
サバイバル,274466,False,39,GLAY,THE GREAT VACATION VOL.2 ~SUPER BEST OF GLAY~,0.409,0.946,4,-4.304,,0.0576,0.0136,0.0,0.376,0.734,157.859,274467,4.0,706.0,176.0,0.747,0.916010498687664,j-idol
2 Minds,265116,False,16,InsideInfo,InsideInfo,0.627,0.679,11,-3.447,,0.0936,0.00837,0.88,0.102,0.0381,172.08,265116,4.0,754.0,187.0,0.574,0.7481162540365985,idm
Insomniac,158069,False,11,Matt Large,Stances,0.496,0.271,8,-10.516,,0.0372,0.000386,0.567,0.134,0.101,83.0,158070,4.0,216.0,54.0,0.455,2.7259036144578315,study
ロック★with you,228093,False,12,Philosophy no Dance,愛の哲学,0.624,0.879,11,-4.173,0.0,0.0613,0.022,2.92e-06,0.433,0.76,128.991,228093,4.0,475.0,118.0,0.706,0.7481162540365985,j-idol
Cheering You On,202383,False,52,for KING & COUNTRY,What Are We Waiting For?,0.518,0.391,7,-11.55,0.0,0.098,0.0711,9.51e-05,0.0845,0.253,147.989,202383,4.0,487.0,122.0,0.472,4.067085953878407,afrobeat
For Baby Ooh,137400,False,26,Cymande,Second Time Round,0.817,0.211,9,-16.785,,0.136,0.948,2.62e-06,0.11,0.71,112.21,137400,4.0,249.0,62.0,0.729,1.343558282208589,afrobeat
Unknown Enemy,224435,False,24,CKY,The Phoenix,0.478,0.959,9,-5.697,0.0,0.371,0.00422,7.6e-06,0.295,0.481,110.043,224436,4.0,408.0,102.0,0.684,1.343558282208589,industrial
Don't Make Me Get Up and Go,190789,False,0,The Brothers Comatose,"Ink, Dust & Luck",0.493,0.443,4,-9.298,1.0,0.0268,0.402,0.00051,0.0779,0.728,142.099,190790,4.0,430.0,107.0,0.476,0.916010498687664,bluegrass
マカロニ,280760,False,28,Perfume,"Perfume The Best ""P Cubed""",0.673,0.884,5,-2.905,0.0,0.0267,0.0687,0.0195,0.0488,0.696,99.975,280760,4.0,459.0,113.0,0.227,1.2793053545586106,j-idol
Recuérdame (Reencuentro),73650,False,52,Luis Ángel Gómez Jaramillo;Rocío Garcel,Coco (Banda Sonora Original en Español),0.585,0.0413,1,-19.447,1.0,0.0953,0.973,0.0,0.111,0.354,77.968,73650,4.0,89.0,22.0,0.157,2.36741214057508,disney
Thick & Thin,393133,False,6,Ten City,No House Big Enough,0.822,0.746,6,-11.951,,0.0822,5.39e-05,0.325,0.0346,0.589,122.754,393133,,802.0,202.0,0.471,1.1709531013615733,chicago-house
你那麼愛她,261880,False,56,林隆璇;Sam Lee,Men's Talk About Love新歌+1992~2005精選,0.516,0.643,10,-4.612,1.0,0.0296,0.467,0.0,0.105,0.201,120.155,261880,4.0,502.0,124.0,0.953,0.7573891625615764,mandopop
Vendetta (A.M.C & Turno Remix),346206,False,26,DC Breaks;A.M.C;Turno,Vendetta (A.M.C & Turno Remix) / Everybody (Flowidus Remix),0.456,0.991,0,-1.475,,0.205,0.00281,0.85,0.218,0.186,173.955,346207,,949.0,237.0,0.707,3.349056603773585,j-dance
Me Alone,188387,True,26,Chronic Law;Java,Me Alone,0.633,0.532,1,-8.257,1.0,0.493,0.446,0.0,0.183,0.417,125.752,188387,5.0,396.0,99.0,0.185,2.36741214057508,j-dance
Tu Hi Junoon,303360,False,47,Pritam;Mohit Chauhan;Kausar Munir,Dhoom:3,0.603,0.69,4,-6.725,0.0,0.0447,0.101,0.0,0.316,0.42,133.968,303360,4.0,668.0,167.0,0.645,0.916010498687664,indian
Allright Now Here We Go!!! (Original Mix) - Extended Mix,378760,False,25,The Prophet,The Hardcore Archive Part 1 (1993 - 1994),0.568,0.931,7,-3.812,1.0,0.0459,0.000117,0.848,0.114,0.0479,179.719,378760,4.0,1127.0,283.0,0.407,4.067085953878407,happy
Brick City,230400,False,0,Deekline,"Welcome To The Jungle: Drum & Bass X Jungle: Mixed By Deekline, Ed Solo & Serial Killaz",0.672,0.91,11,-3.427,,0.208,0.0294,0.00979,0.448,0.582,174.883,230400,4.0,663.0,164.0,0.513,0.7481162540365985,breakbeat
Repelling the Hypocrite,223411,False,0,Chaos Descent,A New Clear Dawn,0.439,0.953,6,-5.512,1.0,0.0627,7.58e-05,0.0269,0.166,0.0688,127.405,223412,3.0,439.0,146.0,0.435,1.1709531013615733,iranian
Sheriff Callie's Wild West Theme Song,46960,False,33,Sheriff Callie;Peck;Toby,Sheriff Callie's Wild West (Music from the TV Series),0.527,0.874,4,-2.34,1.0,0.059,0.671,0.0,0.449,0.813,149.383,46960,4.0,107.0,26.0,0.223,0.916010498687664,disney
隨風而逝,200400,False,24,音樂磁場,音樂磁場1-國語經典名曲,0.68,0.31,0,-14.806,,0.0426,0.932,1.47e-06,0.129,0.521,76.898,200400,,249.0,61.0,0.253,3.349056603773585,mandopop
CLTR SHCK,137919,False,15,The Prophet,CLTR SHCK,0.687,0.904,6,-4.208,1.0,0.454,0.118,0.000848,0.646,0.0378,155.059,137919,4.0,352.0,87.0,0.781,1.1709531013615733,happy
Soul Saxes Meeting,178428,False,22,Manu Dibango,African Voodoo,0.636,0.826,3,-7.486,1.0,0.0585,0.461,0.271,0.141,0.731,102.809,178428,4.0,304.0,76.0,0.376,1.7389162561576357,afrobeat
BazeFaze - SPLT SCND INTERLUDE RMX 7,70062,False,1,DJ Ruffneck;SPLT SCND,BazeFaze (SPLT SCND RMXS),0.381,0.994,8,-4.82,0.0,0.161,0.084,0.00331,0.905,0.107,75.112,70062,4.0,87.0,21.0,0.95,2.7259036144578315,happy
Back in the U.K. - Remastered,204232,False,8,Scooter,Our Happy Hardcore (20 Years of Hardcore Expanded Edition) [Remastered],0.423,0.989,7,-2.613,,0.1,0.000585,0.00485,0.469,0.438,179.969,204232,4.0,604.0,150.0,0.696,4.067085953878407,happy
Little Tales 2,122666,False,0,Alireza Mashayekhi;Ata Ebtekar;The Iranian Orchestra For New Music,Ornamentalism,0.394,0.268,5,-16.163,1.0,0.0362,0.971,0.908,0.109,0.0701,69.119,122667,3.0,141.0,46.0,0.274,1.2793053545586106,iranian
Around The World - Radio Version,239328,False,15,The Nightraver;DJ Trevor,Around The World,0.578,0.949,1,-8.717,,0.0424,0.0231,0.341,0.358,0.259,164.828,239328,,651.0,162.0,0.899,2.36741214057508,happy
不得不愛,281413,False,61,Will Pan;Xian Zi,高手,0.719,0.484,8,-7.898,1.0,0.0944,0.751,0.0,0.0776,0.438,79.995,281413,4.0,370.0,93.0,0.912,2.7259036144578315,mandopop
Mind Cancer,315186,False,0,Kahtmayan,Exir,0.352,0.673,0,-10.357,,0.0412,2.69e-05,0.735,0.0663,0.238,176.005,315187,4.0,901.0,226.0,0.248,3.349056603773585,iranian
La Crema,241240,True,21,Calle 13,Residente o Visitante,0.579,0.748,11,-5.933,0.0,0.192,0.273,0.0,0.15,0.722,91.944,241240,,364.0,91.0,0.695,0.7481162540365985,afrobeat
Rosas,237146,False,7,La Oreja de Van Gogh,Éxitos del Pop en Español de los Años 2000,0.773,0.691,9,-4.539,,0.0268,0.655,2.77e-06,0.111,0.529,106.988,237147,4.0,410.0,101.0,0.671,1.343558282208589,spanish
Vortex,157373,False,33,Gesaffelstein,Hyperion,0.663,0.715,1,-12.426,1.0,0.123,0.0971,0.945,0.189,0.448,184.014,157373,4.0,466.0,117.0,0.046,2.36741214057508,techno
Kal Ki Hi Baat Hai,240533,False,50,Pritam;KK,Chhichhore,0.562,0.368,1,-9.198,,0.027,0.973,0.000164,0.105,0.25,107.914,240534,,430.0,108.0,0.985,2.36741214057508,indian
WE ARE CHAOS,240213,True,0,Marilyn Manson,Twisted Halloween Hits,0.373,0.857,0,-3.546,1.0,0.0528,0.000999,0.00138,0.408,0.235,137.084,240213,4.0,547.0,135.0,0.718,3.349056603773585,industrial
Tendenzies,128785,False,36,$affie;lofi stu,Tendenzies,0.821,0.252,11,-8.882,0.0,0.0447,0.876,0.868,0.109,0.283,74.997,128786,4.0,160.0,39.0,0.528,0.7481162540365985,study
Dhindora,199838,False,43,Kailash Kher,Dhindora,0.731,0.746,10,-6.859,0.0,0.0707,0.00528,0.000334,0.0852,0.788,123.954,199839,4.0,401.0,101.0,0.762,0.7573891625615764,indian
Fell in Love Again,127058,False,25,Justnormal,"If you're with me, you're with me.",0.358,0.35,0,-9.044,1.0,0.0444,0.929,0.634,0.0908,0.162,73.32,127059,1.0,158.0,39.0,0.582,3.349056603773585,study
Eu Que Tenho As Manhas,154104,True,25,Kevi Jonny,"Com amor, Kevi Jonny",0.722,0.741,0,-4.758,0.0,0.0424,0.517,0.0,0.163,0.734,134.072,154104,4.0,341.0,85.0,0.803,3.349056603773585,forro
Dry Counties,224373,False,26,Mountain Sprout,One More For The Ditch,0.533,0.841,2,-4.418,1.0,0.0315,0.126,0.000212,0.184,0.97,122.132,224373,4.0,435.0,109.0,0.947,3.70048309178744,bluegrass
I Can't Let You Throw Yourself Away - Japanese Version,129213,False,35,Diamond Yukai,Toy Story 4 (Japanese Original Motion Picture Soundtrack),0.647,0.9,9,-8.645,0.0,0.117,0.514,0.0,0.142,0.341,106.341,129213,4.0,211.0,52.0,0.14,1.343558282208589,disney
モッキンバード,179013,False,22,Seiko Matsuda,Candy,0.744,0.494,7,-9.436,1.0,0.0433,0.791,0.00939,0.185,0.558,109.002,179013,4.0,313.0,77.0,0.128,4.067085953878407,j-idol
Ganja - Deekline & Kleu Remix - Mixed,120685,False,14,Dub Pistols;Deekline;Kleu,Dub Pistols present Welcome To The Jungle (DJ Mix),0.673,0.886,1,-6.113,1.0,0.209,0.0563,0.0,0.286,0.559,174.9,120686,4.0,349.0,86.0,0.073,2.36741214057508,breakbeat
Plotting a Pixie's Plight,54040,False,28,Oliver Wallace,Peter Pan (Original Motion Picture Soundtrack),0.354,0.0427,0,-20.487,1.0,0.039,0.894,0.824,0.128,0.238,119.003,54040,1.0,102.0,25.0,0.062,3.349056603773585,disney
"O Lord, You’re Beautiful (with Steffany Gretzinger)",235599,False,39,Chris Tomlin;Steffany Gretzinger,Always,0.406,0.121,5,-11.65,1.0,0.0373,0.806,0.0,0.115,0.387,118.071,235600,4.0,459.0,115.0,0.319,1.2793053545586106,afrobeat
This Year for Christmas,210161,False,17,Phil Wickham,Christmas,0.365,0.487,9,-6.523,,0.0374,0.204,0.0,0.0934,0.474,207.881,210161,3.0,482.0,160.0,0.885,1.343558282208589,iranian
Oxydation,148500,False,11,static breather,Oxydation,0.719,0.396,6,-12.47,1.0,0.0773,0.0702,0.275,0.0815,0.529,159.964,148500,4.0,390.0,98.0,0.317,1.1709531013615733,study
羽根の記憶,342386,False,19,Nogizaka46,それぞれの椅子,0.56,0.879,10,-3.491,1.0,0.041,0.588,0.0,0.157,0.593,134.972,342387,4.0,756.0,189.0,0.693,0.7573891625615764,j-idol
なないろ☆ナミダ,293666,False,32,Tomato N' Pine,なないろ☆ナミダ,0.621,0.882,8,-5.268,,0.0278,0.00138,6.07e-05,0.187,0.667,127.047,293667,4.0,604.0,151.0,0.969,2.7259036144578315,j-idol
Polo,224333,False,45,Fresno,Redenção,0.543,0.941,1,-4.036,1.0,0.0418,0.0184,0.0,0.11,0.752,145.135,224333,4.0,532.0,132.0,0.248,2.36741214057508,brazil
Rab Ka Shukrana,299573,False,56,Pritam;Mohit Chauhan,Jannat 2 (Original Motion Picture Soundtrack),0.602,0.559,10,-6.203,,0.0426,0.615,0.0,0.131,0.44,122.017,299573,4.0,597.0,150.0,0.712,0.7573891625615764,indian
Feel Alright,271440,False,13,Audio Bullys,Higher Than the Eiffel,0.662,0.83,3,-2.467,,0.394,0.167,5.55e-05,0.105,0.525,99.939,271440,4.0,443.0,110.0,0.002,1.7389162561576357,breakbeat
Makin' Memories,206266,False,26,Disney Studio Chorus,The Sherman Brothers Songbook,0.518,0.558,7,-7.967,1.0,0.173,0.35,0.0,0.309,0.791,160.693,206267,4.0,542.0,134.0,0.336,4.067085953878407,disney
Gozume Bak,82120,True,0,DEHA INC.,Gozume Bak,0.562,0.868,7,-4.902,1.0,0.259,0.00165,0.0768,0.372,0.367,151.982,82121,4.0,208.0,51.0,0.868,4.067085953878407,black-metal
Taking a Gap Year,235756,False,25,Matt Large,Taking a Gap Year,0.641,0.343,8,-9.06,1.0,0.0527,0.692,0.88,0.114,0.345,148.2,235756,,577.0,144.0,0.95,2.7259036144578315,study
Secret Pelle,140066,False,19,Kettel,Ibb & Obb (Original Soundtrack),0.519,0.25,8,-18.017,,0.0338,0.917,0.526,0.182,0.258,83.989,140067,4.0,192.0,47.0,0.749,2.7259036144578315,idm
Xeroxed,175919,True,29,Mushroomhead,M3,0.329,0.835,11,-5.418,,0.175,0.0154,0.019,0.131,0.188,92.511,175920,3.0,271.0,89.0,0.714,0.7481162540365985,industrial
A Fênix,237844,False,50,Rosa de Saron,Lunação,0.492,0.86,5,-4.333,,0.0524,0.0113,0.0,0.204,0.334,134.166,237845,4.0,518.0,129.0,0.697,1.2793053545586106,brazil
Noor-Kasauli,125123,False,48,Amartya Bobo Rahut,Noor-Kasauli,0.749,0.487,6,-10.473,1.0,0.0943,0.879,0.000225,0.0999,0.756,85.959,125124,4.0,172.0,44.0,0.625,1.1709531013615733,indian
Terrible Lie,278866,False,55,Nine Inch Nails,Pretty Hate Machine,0.61,0.605,6,-12.484,1.0,0.0419,0.000925,0.157,0.344,0.458,87.953,278867,,403.0,100.0,0.531,1.1709531013615733,industrial
擁抱,286826,False,49,Mayday,五月天 | 步步 | 自選作品輯 the Best of 1999-2013,0.415,0.448,0,-7.659,1.0,0.0303,0.417,0.0,0.106,0.249,119.889,286827,4.0,508.0,129.0,0.844,3.349056603773585,mandopop
La Increíble Historia del Hombre Que Podía Volar Pero No Sabía Cómo,289140,False,56,IZAL,Autoterapia,0.548,0.838,11,-5.683,,0.161,0.0761,0.000134,0.327,0.438,156.914,289140,4.0,743.0,185.0,0.92,0.7481162540365985,spanish
Over The Rainbow,274333,False,25,Sakurako Ohara,HAPPY,0.489,0.901,6,-1.337,1.0,0.0483,0.025,0.0,0.242,0.331,135.036,274333,,608.0,151.0,0.982,1.1709531013615733,j-idol
薔薇のように咲いて 桜のように散って,262680,False,21,Seiko Matsuda,薔薇のように咲いて 桜のように散って,0.415,0.378,3,-7.142,1.0,0.028,0.466,0.0,0.1,0.212,75.096,262680,4.0,323.0,80.0,0.723,1.7389162561576357,j-idol
溫柔 #MaydayBlue20th - feat.孫燕姿,271018,False,53,Mayday;Stefanie Sun,溫柔 #MaydayBlue20th,0.437,0.675,10,-6.223,1.0,0.0379,0.392,0.0,0.127,0.364,148.068,271019,4.0,658.0,164.0,0.831,0.7573891625615764,mandopop
Pure Brown Noise - Loopable with No Fade,71397,False,40,Deep Sleep;Relaxation And Meditation;Relax;Ontspanning Sound;Relajacion Del Mar,White Noise Spa Collection - 50 Shades of Ambience (Loopable and without fade),0.0,2.01e-05,10,-17.502,,0.0,0.0,0.124,0.688,0.0,0.0,71398,0.0,0.0,0.0,0.162,0.7573891625615764,sleep
This Song's For You,165040,False,25,El Michels Affair,Sounding Out the City,0.542,0.517,0,-8.13,1.0,0.0266,0.0159,0.322,0.13,0.326,66.552,165040,4.0,178.0,44.0,0.097,3.349056603773585,afrobeat
Volví,230125,True,81,Aventura;Bad Bunny,Volví,0.725,0.86,1,-3.726,,0.182,0.422,0.000284,0.0674,0.791,175.896,230125,,668.0,168.0,0.96,2.36741214057508,spanish
Malaria,220280,False,23,Ondatrópica,Baile Bucanero,0.647,0.798,7,-9.506,0.0,0.0384,0.125,0.0132,0.819,0.906,109.897,220280,4.0,400.0,100.0,0.247,4.067085953878407,afrobeat
Hag,211493,False,24,Otep,Hydra,0.358,0.992,2,-4.362,,0.268,0.00223,0.0227,0.398,0.137,184.173,211493,3.0,637.0,212.0,0.067,3.70048309178744,industrial
Where I'm Standing Now,270560,False,42,Phil Wickham;Brandon Lake,Hymn of Heaven,0.303,0.685,8,-6.018,1.0,0.0409,0.0834,0.0,0.14,0.248,155.862,270560,3.0,692.0,229.0,0.34,2.7259036144578315,afrobeat
Good To Have That Feeling,244114,False,13,Deekline;Tippa Irie,"Welcome To The Jungle, Vol. 2: The Ultimate Jungle Cakes Drum & Bass Compilation",0.734,0.896,2,-3.572,1.0,0.0412,0.00406,0.0843,0.0574,0.407,87.502,244114,4.0,356.0,89.0,0.191,3.70048309178744,breakbeat
Skylight,299946,False,0,Overseer,Blade:Trinity,0.623,0.752,7,-9.565,1.0,0.0467,0.00179,0.783,0.119,0.169,110.007,299947,,545.0,138.0,0.39,4.067085953878407,breakbeat
You're Never Too Old To Be Young,199773,False,22,The Dwarf Chorus,Snow White and the Seven Dwarfs (Original Motion Picture Soundtrack),0.831,0.178,7,-19.349,1.0,0.0544,0.962,0.0,0.105,0.786,120.763,199773,4.0,394.0,99.0,0.277,4.067085953878407,disney
Devotion - Radio Mix,243946,False,4,Ten City,Feel Good Saturday,0.706,0.842,6,-8.506,,0.0404,0.0439,0.015,0.208,0.768,120.46,243947,4.0,484.0,120.0,0.673,1.1709531013615733,chicago-house
Till Break of Day,339280,False,8,SubtractiveLAD,Where the Land Meets the Sky,0.138,0.252,4,-19.512,1.0,0.0463,0.975,0.947,0.115,0.0348,76.26,339280,4.0,400.0,99.0,0.214,0.916010498687664,idm
In the Distant Travels,507141,False,36,Sadness,I Want to Be There,0.152,0.399,4,-8.259,,0.0602,0.938,0.87,0.2,0.0365,135.296,507141,5.0,1000.0,251.0,0.25,0.916010498687664,black-metal
La La La Love Me,200600,False,46,Monophonics,Sound of Sinning,0.546,0.54,6,-5.879,,0.0288,0.0292,0.0,0.11,0.453,87.967,200600,3.0,289.0,95.0,0.297,1.1709531013615733,afrobeat
Bapelujah,77802,False,34,Beat Oven,Bapelujah,0.756,0.414,11,-9.943,0.0,0.133,0.0518,0.789,0.118,0.541,90.969,77802,,116.0,29.0,0.401,0.7481162540365985,study
Vinheta: Beat Box II / Como Tudo Deve Ser - Ao Vivo,282333,False,50,Charlie Brown Jr.,Acústico (Ao Vivo),0.544,0.596,1,-10.325,0.0,0.059,0.226,1.17e-05,0.989,0.794,80.96,282333,4.0,379.0,93.0,0.494,2.36741214057508,brazil
Single Beds Are Made for One,302280,False,23,Elephant Revival,Elephant Revival,0.264,0.46,0,-8.686,,0.0455,0.475,0.805,0.0682,0.141,183.389,302280,3.0,873.0,290.0,0.432,3.349056603773585,bluegrass
Equality,54205,False,0,Najand,In the Night of Revolution,0.167,0.963,4,0.377,1.0,0.0711,0.107,0.692,0.397,0.031,106.265,54205,4.0,91.0,23.0,0.158,0.916010498687664,iranian
Gimme Chocolate!!,230613,False,63,BABYMETAL,BABYMETAL,0.616,0.985,11,-1.596,1.0,0.0825,0.000282,0.000144,0.111,0.44,109.978,230613,4.0,416.0,104.0,0.787,0.7481162540365985,j-idol
Tico-Tico no Fubá,246893,False,17,Orquestra Brasileira de Música Jamaicana,Volume I,0.832,0.724,5,-5.64,1.0,0.05,0.704,0.384,0.146,0.954,131.949,246893,4.0,530.0,133.0,0.778,1.2793053545586106,afrobeat
Make Room,206773,False,22,Helmet,Strap It On,0.277,0.938,0,-7.986,,0.0704,0.0855,0.00565,0.129,0.193,97.975,206773,4.0,334.0,83.0,0.624,3.349056603773585,industrial
Ousadia de Vaqueiro,186804,False,39,Caninana;Tarcísio do Acordeon,"Caninana Entre Amigos, Vol. 2",0.568,0.909,7,-3.677,0.0,0.0406,0.264,0.0,0.132,0.95,160.02,186805,4.0,492.0,122.0,0.145,4.067085953878407,forro
淋雨中,238000,False,21,林宇中,淋雨中,0.46,0.406,7,-9.222,,0.0612,0.582,0.0,0.433,0.397,141.767,238000,,548.0,137.0,0.079,4.067085953878407,mandopop
Kaari,157777,False,51,Adarsh Rao,Kaari,0.725,0.462,3,-11.786,1.0,0.0413,0.231,0.019,0.0775,0.704,107.986,157778,4.0,272.0,67.0,0.026,1.7389162561576357,indian
In Your Heart,225131,False,31,Project Pitchfork,Fragment (Deluxe Version),0.548,0.977,0,-5.051,0.0,0.0548,0.0274,0.106,0.333,0.769,120.011,225132,4.0,448.0,111.0,0.54,3.349056603773585,industrial
