name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,kmeans.labels_
黃昏思鄉,205813,0,25,Jody Chiang,"台灣民謠, Vol. 3",0.5,0.48,7,-8.014,0.0396,0.466,1.17e-06,0.184,0.549,176.316,4.0,mandopop,0
Rain Sounds: Sleep Rain on Car Hood - Loopable,123530,0,36,Rainfall For Sleep,Rain on Roof,0.492,0.998,1,-13.265,0.043,0.987,0.765,0.261,0.0223,59.387,4.0,sleep,2
Cry Little Sister vs. Hello Zepp,303642,0,2,Celldweller,FiXT Presents: Sinister Sounds,0.544,0.74,2,-6.656,0.0352,0.000286,0.214,0.388,0.338,140.031,4.0,industrial,1
The First Convolution,400177,0,6,Alphaxone;Dronny Darko,Forsaken,0.0716,0.376,1,-21.674,0.0758,0.869,0.943,0.103,0.0352,79.104,4.0,iranian,2
Quality,145785,1,46,Masicka;Sean Paul,438,0.884,0.771,10,-5.585,0.109,0.086,0.0,0.0729,0.856,94.062,4.0,j-dance,1
Desátame,285986,0,27,Monica Naranjo,Esencial Monica Naranjo,0.572,0.937,7,-3.721,0.0587,0.0367,1.77e-06,0.0839,0.567,136.268,4.0,spanish,1
Feed the Gun,182600,0,17,Witchery,In His Infernal Majesty's Service,0.375,0.998,2,-2.688,0.0952,1.26e-05,0.00114,0.223,0.152,169.939,4.0,black-metal,1
Ti Sento - Remastered,235626,0,10,Scooter,Under the Radar over the Top (20 Years of Hardcore Expanded Edition) [Remastered],0.463,0.964,6,-4.488,0.0712,0.0127,7.01e-06,0.433,0.462,142.98,4.0,happy,1
さよなら、アリス baroque remix,288026,0,21,Flower,Blue Sky Blue,0.58,0.536,4,-4.601,0.0262,0.641,0.0,0.141,0.409,116.916,4.0,j-idol,0
Winter In My Heart,294960,0,0,The Avett Brothers,Chill Christmas Dinner,0.409,0.198,9,-10.832,0.0293,0.751,0.000712,0.082,0.14,132.782,4.0,bluegrass,0
Dill Pickle Rag,98120,0,30,Don Reno;Bill Harrell;The Tennessee Cut-Ups,20 Bluegrass Favorites,0.433,0.729,2,-12.524,0.0397,0.239,0.93,0.302,0.974,134.238,4.0,bluegrass,3
Walk Beside Me,253520,0,27,Tim O'Brien;Darrell Scott,Real Time,0.563,0.445,0,-9.962,0.0361,0.975,0.000119,0.178,0.85,102.965,4.0,bluegrass,0
Gvnman Shift,204068,1,60,Skeng,Gvnman Shift,0.911,0.57,4,-5.689,0.314,0.549,0.0,0.0966,0.368,100.093,4.0,j-dance,0
Electro Movimiento,196986,0,21,Calle 13,Los De Atrás Vienen Conmigo,0.803,0.86,8,-6.522,0.135,0.0782,4.45e-05,0.128,0.534,109.966,4.0,afrobeat,1
Beat My Drum,202124,0,14,Dither,Defqon.1 2022,0.619,0.994,7,0.233,0.46,0.114,2.27e-06,0.259,0.0734,179.942,4.0,idm,1
This Is Where,308040,0,26,The Wailin' Jennys,40 Days,0.474,0.24,4,-16.182,0.0314,0.874,7.76e-05,0.0843,0.187,154.74,4.0,bluegrass,0
Fatal Fall,216466,0,25,Flaw,Divided We Fall,0.514,0.879,7,-3.795,0.0444,0.00122,0.0,0.221,0.434,110.086,4.0,industrial,1
Dark Side Of The Mountain,230000,0,21,Unspoken Tradition,Myths We Tell Our Young,0.685,0.681,2,-6.591,0.0292,0.534,0.00768,0.084,0.718,112.014,4.0,bluegrass,0
Aku Pahlawan Kecil,100586,0,32,Maranatha! Kids,"40 Nonstop Lagu Sekolah Minggu Abadi ,Vol. 3",0.911,0.666,0,-5.859,0.0415,0.44,0.000423,0.6,0.86,120.543,4.0,disney,1
Dance of the Death,53780,0,0,Najand,Anarcho-Nihilist 13,0.233,0.975,8,-6.892,0.132,0.409,0.975,0.23,0.0397,122.636,3.0,iranian,3
Péssimo Negócio,201130,0,12,Maneva,Tudo Vira Reggae,0.838,0.496,4,-9.59,0.0624,0.239,4.83e-06,0.253,0.679,148.132,4.0,brazil,1
Lonesome Road to Hell,216920,0,22,Wednesday 13,Condolences,0.41,0.989,0,-3.194,0.0851,1.87e-05,0.158,0.193,0.45,175.066,4.0,industrial,1
Don't Judge Me,146666,1,20,Hypocrisy,Catch 22,0.404,0.971,1,-7.395,0.0691,1.48e-06,0.076,0.0621,0.153,109.993,4.0,black-metal,1
Zahir - Instrumental Version,277577,0,0,Integral Rigor,Alast (Instrumental Version),0.246,0.889,7,-4.024,0.0863,4.34e-05,0.792,0.0923,0.21,105.015,4.0,iranian,3
Electronic Battle Weapon 4,366586,0,13,The Chemical Brothers,Surrender (20th Anniversary Edition),0.693,0.979,3,-4.818,0.038,0.00432,0.856,0.0984,0.489,140.985,4.0,breakbeat,3
The Whiskey or the Coal,195120,0,25,Big Country Bluegrass,"Mountains, Mamas and Memories",0.487,0.716,0,-6.57,0.0378,0.502,6.35e-06,0.164,0.879,200.166,4.0,bluegrass,1
I'm in,301773,0,33,櫻坂46,五月雨よ (Special Edition),0.642,0.97,3,-3.57,0.0698,0.215,0.0,0.259,0.553,138.971,4.0,j-idol,1
勛章,215906,0,46,Lu Han,重啟,0.463,0.715,9,-7.273,0.0362,0.393,0.0,0.349,0.313,91.871,4.0,mandopop,0
威廉古堡,236186,0,45,Jay Chou,范特西,0.634,0.554,11,-6.572,0.0285,0.119,0.0,0.0703,0.313,139.923,4.0,mandopop,1
Get Sad,176997,0,18,Greensky Bluegrass,Stress Dreams,0.531,0.4,7,-13.434,0.0267,0.526,0.0173,0.108,0.488,107.598,4.0,bluegrass,0
Public Enemy No. 1,193561,1,22,Intence;Govana,Public Enemy No. 1 Mixtape,0.558,0.852,0,-1.898,0.229,0.14,0.0,0.115,0.546,73.515,3.0,j-dance,1
禁区 - 30th anniversary mix,226120,0,23,Akina Nakamori,ベスト・コレクション 〜ラブ・ソングス&ポップ・ソングス〜,0.652,0.923,6,-2.734,0.0406,0.433,0.000255,0.305,0.926,134.322,4.0,j-idol,1
Can You Feel It - Kevin Saunderson Dub Mix,243981,0,9,Chez Damier;Kevin Saunderson,Can You Feel It (Kevin Saunderson Remix),0.65,0.975,1,-6.992,0.0411,0.00068,0.395,0.101,0.435,125.938,4.0,chicago-house,1
Caramel Rain,192410,0,33,Blackburri,Caramel Rain,0.46,0.33,9,-10.865,0.0736,0.909,0.863,0.234,0.29,83.558,4.0,study,2
Origins and Endings,270213,0,26,Winds of Plague,Decimate the Weak,0.297,0.929,9,-3.547,0.0844,1.7e-05,0.367,0.0751,0.252,124.959,4.0,black-metal,3
Kunhan kruunun saan kuninkaan,202986,0,22,Luca Vieri;Lari Halme;Mirella Roininen,Leijonakuningas (Alkuperäinen Suomalainen Soundtrack),0.677,0.775,6,-5.869,0.141,0.165,9.34e-06,0.0929,0.675,99.044,4.0,disney,1
Can't Help Falling In Love - Piano & Cello,190330,0,45,Benny Martin;The Wong Janice,Can't Help Falling In Love (Piano & Cello),0.2,0.129,0,-18.685,0.037,0.844,0.839,0.108,0.133,136.939,4.0,disney,2
We Keep Coming - Original Mix,126426,0,23,Rotterdam Terror Corps;SRB,Nu Metalz Ep,0.594,0.704,0,-4.935,0.116,0.459,0.0,0.155,0.514,105.082,4.0,happy,0
Media Vida,245930,0,30,Cyclo,Amor y Muerte,0.698,0.633,3,-8.598,0.316,0.49,0.0,0.0642,0.614,85.806,4.0,spanish,0
Majesty,305880,0,40,Leeland,Majesty: The Worship EP,0.404,0.649,2,-5.299,0.0285,0.00278,8.85e-06,0.191,0.194,77.064,4.0,forro,1
Sol Ou Chuva,205013,0,48,Forfun,Polisenso,0.655,0.63,4,-6.188,0.0238,0.0277,0.000383,0.0935,0.753,95.968,4.0,brazil,1
扉あけて,190680,0,24,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),0.659,0.604,6,-5.812,0.0848,0.373,1.06e-06,0.628,0.596,102.345,4.0,disney,1
Resistance is Futile,331360,0,8,Hardknox,Hardknox,0.635,0.949,7,-6.656,0.146,0.0017,0.0009,0.892,0.285,122.484,4.0,breakbeat,1
Bim Bum Bam,210525,0,20,The Stunned Guys,The Stunned Guys' Rewinds - Early Hardcore 1994-1997,0.666,0.801,6,-8.024,0.201,0.013,0.235,0.0708,0.21,182.813,4.0,happy,1
Só Mais Uma Noite - Live,188666,0,41,Criolo;Emicida;Evandro Fióti,Criolo E Emicida Ao Vivo (Live),0.518,0.918,4,-5.548,0.276,0.325,0.0,0.79,0.62,98.777,4.0,afrobeat,1
Um Sonho de Amor (The Boxer),192866,0,49,Limão Com Mel,Talismã,0.615,0.845,11,-7.974,0.0461,0.0849,0.0,0.307,0.843,103.14,4.0,forro,1
Rocas de Meditacion,105000,0,10,Meditación: Por Mateo;Meditaciónessa,Calla Tu Mente,0.259,0.0337,3,-35.648,0.0468,0.45,0.735,0.103,0.0358,78.003,3.0,iranian,2
Allt finns kvar,239224,0,56,Eleonora Feldt,Allt finns kvar,0.173,0.0112,0,-35.577,0.0333,0.912,0.952,0.107,0.0379,59.386,3.0,sleep,2
Can´t Help Falling In Love - Piano Version,152000,0,54,Magic Piano Covers;Music Feel,Can´t Help Falling In Love (Piano Version),0.169,0.0737,5,-20.876,0.0409,0.966,0.927,0.134,0.147,184.417,3.0,disney,2
Pescador de Homens (Ao Vivo),408049,0,47,Frei Gilson,Acoustic Som do Monte,0.546,0.589,9,-8.899,0.0342,0.657,1.61e-05,0.281,0.303,132.973,4.0,brazil,0
Exit,216500,0,6,Alphaxone,The Infinite Void,0.172,0.33,3,-24.273,0.0399,0.851,0.685,0.111,0.129,77.512,3.0,iranian,2
I've Seen Footage,202853,1,61,Death Grips,The Money Store,0.603,0.944,11,-3.626,0.347,0.0481,0.0,0.342,0.418,130.035,4.0,industrial,1
"Soul Buster, Pt. 1",219760,0,1,The Mighty Imperials;Joseph Henry,Thunder Chicken,0.601,0.968,0,-8.814,0.0426,0.0643,0.597,0.285,0.88,105.657,4.0,afrobeat,3
Hey St. Peter (Radio Edit),204026,0,30,The Disco Boys,Hey St. Peter,0.604,0.858,8,-6.463,0.0647,0.0156,2.98e-05,0.306,0.695,129.978,4.0,techno,1
No Tengo Nada,225599,0,0,Alejandro Sanz,Halloween 2022 Pop Vol. 2,0.534,0.614,10,-6.69,0.0406,0.557,0.0,0.199,0.238,147.739,4.0,spanish,0
永不失聯的愛 [原創概念版],253417,0,54,Eric Chou,永不失聯的愛 [原創概念版],0.583,0.227,10,-14.525,0.0332,0.936,0.000189,0.105,0.368,84.765,4.0,mandopop,0
Día De Muertos,228217,0,0,Doomsday,Leyendas,0.413,0.942,2,-5.139,0.0569,0.000985,0.00228,0.381,0.501,149.832,4.0,black-metal,1
Deserve It,189935,0,0,TakeOva,Intention Riddim,0.854,0.457,8,-9.94,0.315,0.283,4.32e-06,0.127,0.297,103.016,4.0,j-dance,1
Voodoo,259800,0,37,NYXX;Aesthetic Perfection,Voodoo,0.621,0.576,9,-7.401,0.0324,0.0362,0.0,0.117,0.379,99.978,4.0,industrial,1
Ihr seid zuhause,218884,0,26,DJ Düse,Mallorca Style,0.598,0.943,0,-3.673,0.104,0.0179,0.0,0.583,0.459,127.991,4.0,happy,1
Tangerine Tanlines,142321,0,37,Miso Colt,Tangerine Tanlines,0.632,0.522,9,-13.853,0.0567,0.976,0.918,0.421,0.775,167.965,4.0,study,2
Oceans Rise,327760,0,19,Borknagar,The Archaic Course,0.154,0.922,9,-5.782,0.0879,0.000202,0.122,0.118,0.196,150.399,4.0,black-metal,1
Let Forever Be,236360,0,58,The Chemical Brothers,Surrender,0.252,0.872,8,-3.752,0.0777,0.00912,8.79e-06,0.109,0.399,126.938,4.0,breakbeat,1
W-KEYAKIZAKAの詩,308293,0,18,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),0.633,0.906,4,-4.121,0.0365,0.489,0.0,0.332,0.882,122.987,4.0,j-idol,1
Meeresrauschen für Wellness und Meditation,116890,0,46,Meeresrauschen,"Meeresrauschen zur Entspannung, für Meditation, Yoga und Wellness",0.191,0.999,3,-18.371,0.0562,0.383,0.981,0.871,1e-05,72.129,4.0,sleep,3
True Colours,143706,0,66,Tom Odell,True Colours,0.518,0.126,10,-12.102,0.0431,0.942,0.0,0.105,0.166,75.991,4.0,sleep,0
CORUJA,253173,0,13,CONAN OSIRIS,"MUSICA, NORMAL",0.686,0.535,7,-9.097,0.0339,0.04,0.188,0.084,0.451,89.996,4.0,techno,1
Interdimensional Summit,279148,0,51,Dimmu Borgir,Eonian,0.454,0.969,1,-4.897,0.0748,2.18e-05,0.171,0.0709,0.386,140.172,3.0,black-metal,1
Badman,177525,1,0,Skillibeng,The Prodigy,0.703,0.498,0,-6.688,0.0805,0.0639,0.0284,0.113,0.364,132.503,5.0,j-dance,1
11 RAZONES,213179,0,0,Aitana,Halloween 2022 Pop Vol. 1,0.55,0.874,5,-3.937,0.0508,0.00599,0.0,0.214,0.348,166.011,4.0,spanish,1
Ghar,305000,0,47,Bharat Chauhan,Ghar - Single,0.483,0.174,1,-15.192,0.0317,0.944,0.0546,0.12,0.0963,155.99,4.0,indian,0
Deus do Furdunço,148738,0,51,BK;Nave;El Lif Beatz,Gigantes,0.852,0.646,7,-5.268,0.251,0.0287,3.84e-06,0.0922,0.831,104.026,4.0,brazil,1
Clairvoyant,275862,0,7,Toronto Is Broken,Clare,0.314,0.853,5,-4.025,0.0391,0.000624,0.958,0.598,0.0399,173.983,4.0,idm,3
Get It Crackin' - Sefa Remix,188400,0,18,Re-Style,Pussy Lounge 2019,0.472,0.929,1,-4.439,0.0412,0.0137,0.0262,0.166,0.0663,100.035,1.0,happy,1
Le mariage forcé,162652,0,6,Star Feminine Band,Le mariage forcé,0.716,0.752,2,-6.036,0.0781,0.0569,0.0,0.211,0.776,118.591,4.0,afrobeat,1
Cleansed In Pestilence (Blade Of Elohim),275960,0,20,Morbid Angel,Heretic,0.278,0.989,10,-7.086,0.13,0.152,0.14,0.378,0.0394,100.474,3.0,black-metal,1
暴イズDE∀D (2020 reRec ver.),219866,0,24,ROTTENGRAFFTY,You are ROTTENGRAFFTY,0.513,0.991,1,-2.228,0.101,0.000395,1.37e-06,0.287,0.579,94.885,4.0,j-idol,1
It Came Upon the Midnight Clear (Remastered 2014),148973,0,0,Traditional;Royal Philharmonic Orchestra,"Classical Christmas, Vol. 1",0.22,0.246,2,-13.797,0.0362,0.968,0.0834,0.568,0.156,126.981,3.0,sleep,0
U Are - Gari Bay Rework,375476,0,5,Aaron Smith;Monica Villacci,U Are (Gari Bay Rework),0.831,0.422,10,-5.451,0.0634,0.00189,0.635,0.0425,0.747,126.007,4.0,chicago-house,3
Don't Cry,141666,0,23,Mavado,Gangsta For Life: The Symphony Of David Brooks,0.66,0.922,0,-5.407,0.388,0.0451,0.0,0.269,0.694,90.12,4.0,j-dance,1
What's Going On?,253466,1,23,Mekon;Roxanne Shante,Relax With Mekon,0.767,0.968,10,-4.24,0.0817,0.0118,0.000147,0.251,0.738,122.987,4.0,breakbeat,1
Rain to Fall Asleep To,115799,0,0,Rain Sounds;Nature Sounds Nature Music,15 Calming Loopable Rain Sounds,0.137,0.89,11,-26.949,0.041,0.903,0.696,0.119,0.0238,78.953,4.0,sleep,2
Danna Lisboa & Nelson D * Serei A (Remix),244482,0,16,Linn da Quebrada;Danna Lisboa;Nelson D,PAJUBÁ REMIX I,0.639,0.67,7,-7.209,0.049,0.0507,3.64e-06,0.142,0.219,86.991,4.0,techno,1
Raízes,190571,0,40,3030,Arcano 19,0.604,0.392,4,-11.259,0.0652,0.794,4.21e-05,0.102,0.387,83.683,4.0,brazil,0
Can You Feel It - MK Dub,296258,0,18,Chez Damier;MK,Can You Feel It,0.726,0.849,7,-7.555,0.0384,0.00051,0.295,0.244,0.681,130.241,4.0,chicago-house,1
あんた飛ばしすぎ!!,245773,0,20,Momoiro Clover Z,MOMOIRO CLOVER Z,0.418,0.993,7,-1.361,0.189,0.000969,6.11e-06,0.169,0.415,187.776,4.0,j-idol,1
Union of Cursed Blood,226285,0,0,Garhelenth,Union of Cursed Blood,0.376,0.987,11,-5.468,0.0709,1.16e-05,0.124,0.0684,0.229,140.085,4.0,iranian,1
愛の哲学,282573,0,15,Philosophy no Dance,愛の哲学,0.562,0.915,1,-3.807,0.0696,0.00453,3.15e-06,0.29,0.724,126.963,4.0,j-idol,1
Enjoy the Moment,195311,1,9,Charly Black,Enjoy the Moment,0.706,0.95,7,-4.93,0.0598,0.0629,3.73e-06,0.348,0.884,121.989,4.0,j-dance,1
Got the Bug - Dub,295291,0,22,Pierre's Pfantasy Club,G.T.B.,0.827,0.842,11,-9.589,0.106,0.16,0.000204,0.0731,0.816,130.797,4.0,chicago-house,1
owari no kisetsu,199200,0,41,Rei Harakami,[lust],0.577,0.662,11,-12.477,0.042,0.166,0.806,0.0908,0.542,160.035,4.0,idm,3
You Rock Me - Long Version,372640,0,43,Larry Heard;Mr White,E.P.,0.782,0.575,7,-11.613,0.0279,0.034,0.0153,0.109,0.777,114.027,4.0,chicago-house,1
Cruz de tecido - Ao vivo,263894,0,45,O Rappa,O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],0.506,0.793,5,-7.115,0.154,0.498,3.16e-05,0.947,0.429,98.582,4.0,brazil,1
Rain: Natural Recording,84219,0,21,Rain Sounds,Rain,0.0,0.0254,8,-19.925,0.0,1.54e-06,0.838,0.339,0.0,0.0,0.0,sleep,2
スタート!,291840,0,32,=LOVE,=LOVE,0.504,0.913,5,-4.089,0.0564,0.0118,0.0,0.156,0.728,158.007,4.0,j-idol,1
Das Boot 2017 - Tonenation Club Mix,343999,0,21,U96;ToneNation,Das Boot 2017,0.566,0.641,0,-7.107,0.0316,0.00465,0.48,0.188,0.142,127.997,4.0,techno,3
What Does it Feel Like - Royksopp Return To The Sun Remix,432177,0,33,Felix Da Housecat;Röyksopp,The Glitz Part Deux Remix Edition,0.798,0.506,9,-9.331,0.0824,0.00225,0.578,0.101,0.356,123.001,4.0,chicago-house,3
The Purple People Eater,154587,0,0,The Countdown Kids,Happy Halloween! (Spooky Favorites for Kids),0.572,0.698,2,-8.185,0.0354,0.0404,0.0,0.838,0.961,158.017,4.0,disney,1
Leão - Ao Vivo,345253,0,44,Rebeca Carvalho;Lukas Agustinho,Leão (Ao Vivo),0.481,0.679,4,-7.596,0.0437,0.612,0.00223,0.0786,0.181,133.93,4.0,brazil,0
Work.Groove - Chezz Cosmic Groove Remix,367381,0,18,Mark Farina;Homero Espinosa;Chezz,Work.Groove,0.788,0.654,8,-8.837,0.0711,0.0306,0.864,0.0957,0.388,117.027,4.0,chicago-house,3
Aasmaan,173913,0,0,Gravero;Dikshant,Aasmaan,0.607,0.324,11,-13.045,0.0315,0.327,0.000122,0.191,0.38,138.049,4.0,indian,0
Cherry Blossom,325320,0,12,Susumu Yokota,Grinning Cat,0.332,0.341,2,-12.7,0.0448,0.0596,0.506,0.247,0.0812,124.835,4.0,idm,3
It's You - JJ Flores Remix Extended,382187,0,0,York;Sin Plomo;Janet Taylor;JJ Flores,"Swanky Club House, Vol. 1",0.748,0.939,8,-5.23,0.0472,0.0607,0.31,0.0891,0.398,126.984,4.0,techno,1
USA (feat. JaguarClaw),181115,1,30,Yung Beef;Pablo Chill-E;Jaguarclaw,Shishi Plugg,0.665,0.727,1,-5.994,0.223,0.0961,0.0,0.0952,0.305,161.954,4.0,spanish,1
In a minute,162687,0,5,Swattrex;Lofi By Swattrex;Tracer,In a minute,0.74,0.813,1,-5.68,0.322,0.0308,0.0,0.0939,0.51,89.287,4.0,indian,1
Stay Young,157004,0,65,Mike Perry;Tessa,Stay Young,0.576,0.711,5,-4.826,0.0404,0.0748,0.0,0.226,0.556,89.988,4.0,chicago-house,1
右向け右,203654,0,24,Banty Foot;NEO HERO,#CCC,0.695,0.764,10,-4.634,0.11,0.407,0.0,0.0763,0.921,92.005,4.0,j-dance,1
Funerary Gyre of Dreams & Madness,154680,0,15,Devil Master,Ecstasies Of Never Ending Night,0.345,0.955,6,-6.698,0.0961,5.79e-06,0.899,0.0896,0.109,140.352,4.0,black-metal,3
Tongues,186773,0,20,CABAL,Drag Me Down,0.428,0.984,6,-5.278,0.145,4.48e-05,0.0,0.32,0.105,157.032,4.0,black-metal,1
220 s2c,142240,0,0,Bogdan Raczynski,Rave 'Till You Cry,0.708,0.895,1,-5.795,0.044,9.54e-05,0.896,0.106,0.372,164.992,4.0,idm,3
夢の続き,321866,0,47,Mariya Takeuchi,REQUEST (30th Anniversary Edition),0.721,0.911,0,-5.153,0.0586,0.108,0.0328,0.0916,0.898,116.486,4.0,j-idol,1
Tô De Pé - Acústico,169472,0,52,Maneva,Tô De Pé (Acústico),0.877,0.628,9,-7.541,0.0669,0.504,0.0,0.282,0.793,106.087,4.0,brazil,0
Simple Kingdom (with Cody Carnes) - Live,384501,0,19,Bryan & Katie Torwalt;Cody Carnes,I've Got Good News (Live) [Deluxe],0.266,0.318,0,-8.948,0.0429,0.265,0.0,0.713,0.219,190.389,3.0,iranian,0
Silent Violence,210186,0,28,Beenie Man,Best Of (collector's Edition),0.749,0.51,4,-7.404,0.0549,0.0155,0.0,0.124,0.401,86.941,4.0,j-dance,1
"Å her møter mangt (Arr. J. Rørmark & G. Pedersen for Solo Voice, Choir & Chamber Ensemble)",158080,0,1,Traditional;The Norwegian Soloists' Choir;Grete Pedersen;Gjermund Larsen;Marco Ambrosini;Mari Askvik,"Veni: Songs of Christmas, Vol. 2",0.22,0.0642,1,-18.713,0.0423,0.986,0.000787,0.126,0.0399,113.338,3.0,sleep,0
Utopia,253400,0,45,"Pe. Zezinho, SCJ","Um Certo Galileu, Vol. 1",0.647,0.333,5,-12.329,0.0345,0.926,0.306,0.268,0.699,84.564,4.0,brazil,0
危なっかしい計画,250240,0,23,Keyakizaka46,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),0.555,0.982,4,-3.593,0.101,0.0884,0.0,0.198,0.501,140.012,4.0,j-idol,1
Agnus Dei - Live,400800,0,49,Michael W. Smith,Worship,0.323,0.34,9,-11.013,0.0308,0.477,6.67e-05,0.622,0.0983,135.842,4.0,afrobeat,0
Tu És a Fogueira - Ao Vivo,429197,0,50,Jhonas Serra,Tu És a Fogueira (Ao Vivo),0.408,0.821,11,-5.31,0.0468,0.000627,0.0,0.365,0.221,137.002,4.0,brazil,1
Everyday I Must Suffer!,257413,0,19,Carpathian Forest,Fuck You All,0.307,0.981,8,-5.591,0.0799,1.58e-06,0.819,0.207,0.227,77.526,4.0,black-metal,3
Without You (feat. Sandro Cavazza),181672,1,81,Avicii;Sandro Cavazza,AVĪCI (01),0.662,0.858,2,-4.844,0.0428,0.00163,0.0,0.0456,0.295,133.993,4.0,breakbeat,1
TATTOO,238533,0,24,Akina Nakamori,コンプリート・シングル・コレクションズ〜ファースト・テン・イヤーズ<ライノ・プレミアム・エディション>,0.569,0.739,7,-6.387,0.0303,0.0168,0.000711,0.183,0.756,106.983,4.0,j-idol,1
Lieblingsmensch,524159,0,45,Boris Brejcha,Space Diver,0.777,0.512,10,-9.613,0.0403,3.74e-05,0.904,0.1,0.483,124.998,4.0,techno,3
Fall Like Rain,262640,0,29,Justin Moses,Fall Like Rain,0.592,0.523,10,-9.241,0.0275,0.536,0.00728,0.117,0.484,137.893,4.0,bluegrass,0
Pretty Face,180244,1,23,Vybz Kartel,Pretty Face - Single,0.778,0.709,0,-5.326,0.404,0.283,0.0,0.072,0.971,117.663,5.0,j-dance,1
Me Vuelvo Loco,200980,0,50,Abraham Mateo;CNCO,Me Vuelvo Loco,0.696,0.859,1,-2.999,0.0408,0.159,0.0,0.0583,0.654,92.048,4.0,spanish,1
Tengo Un Trato - Remastered 2015,168475,1,0,Mala Rodríguez,Rap x siempre,0.917,0.638,2,-5.483,0.132,0.018,0.0,0.0561,0.836,93.016,4.0,spanish,1
Enjoyment,181900,0,4,Jlyricz,Enjoyment,0.803,0.41,6,-7.662,0.0886,0.252,9.94e-05,0.122,0.678,90.006,4.0,afrobeat,1
Pondatiya Nee,250676,0,48,Manikka Vinayagam,Perarasu (Original Motion Picture Soundtrack),0.658,0.839,6,-7.753,0.217,0.0853,0.0,0.0798,0.69,123.864,4.0,indian,1
Hurricane Season,119500,0,23,"Sarah, the Illstrumentalist",Hurricane Season,0.592,0.451,7,-6.854,0.08,0.428,0.835,0.0987,0.204,176.191,4.0,study,3
Deixa a Luz Baixa,210783,1,45,Major RD;Rock Danger;Sain;Chris MC;El Lif Beatz;KIB7,Troféu,0.745,0.638,1,-7.012,0.284,0.44,0.000109,0.229,0.488,130.022,4.0,brazil,0
HARUKAZE,277280,0,53,SCANDAL,Queens are trumps -切り札はクイーン-,0.459,0.872,4,-0.987,0.053,0.0505,0.0,0.166,0.579,82.61,4.0,j-idol,1
Dame calor,179528,0,54,Natos y Waor,Luna llena,0.867,0.605,9,-9.011,0.179,0.00325,0.00117,0.101,0.503,119.977,4.0,spanish,1
Lion Man,205440,0,34,Criolo,Nó na Orelha,0.582,0.66,7,-4.988,0.0544,0.399,0.0,0.127,0.484,83.789,4.0,brazil,0
Volta Morena,231781,0,36,Iguinho e Lulinha,Simbora pra Vaquejada,0.565,0.847,11,-4.714,0.0316,0.411,2.83e-05,0.3,0.716,152.076,4.0,forro,1
Hatred Hell Within,236080,0,0,Cursed Kingdom,The Wasteland,0.373,0.973,11,-6.813,0.229,0.000146,0.00786,0.205,0.0393,174.974,4.0,iranian,1
1º De Julho - Ao Vivo,292306,0,46,Cássia Eller,Acústico (Ao Vivo),0.32,0.878,7,-5.771,0.0909,0.538,0.0,0.665,0.509,170.064,4.0,brazil,1
Bananza (Belly Dancer),238493,0,66,Akon,Trouble Deluxe Edition,0.877,0.702,10,-5.899,0.127,0.0334,8.92e-06,0.743,0.69,104.833,4.0,breakbeat,1
Pretty Like a Rose,183300,1,24,Jah Vinci,Pretty Like a Rose,0.605,0.363,8,-8.812,0.248,0.27,2.1e-05,0.13,0.248,110.006,4.0,j-dance,0
Morbid Fascination Of Death,148800,0,19,Carpathian Forest,Morbid Fascination Of Death,0.189,0.905,2,-7.304,0.0693,3.54e-05,0.931,0.106,0.186,97.164,4.0,black-metal,3
King of the Hill,302666,0,21,Five Pointe O,Untitled,0.218,0.91,5,-4.083,0.102,0.000611,6.04e-06,0.0964,0.258,182.998,4.0,industrial,1
King Dragonfly,282400,0,16,Susumu Yokota,Grinning Cat,0.748,0.784,11,-11.714,0.0728,0.631,0.854,0.109,0.541,111.014,4.0,idm,3
Mar do Meu Mundo,247379,0,52,Maneva,Tempo de Paz,0.757,0.716,2,-6.86,0.0481,0.41,0.00293,0.328,0.658,90.044,4.0,brazil,1
Meet You In The Sunshine,364053,0,12,The New Mastersounds;Eddie Roberts;Lamar Williams Jr.,The Deplar Effect,0.579,0.833,6,-9.369,0.0428,0.0785,0.165,0.221,0.732,95.838,4.0,afrobeat,1
Worthy of My Song,371640,0,36,Phil Wickham,Worthy of My Song,0.4,0.728,2,-6.467,0.0448,0.0183,0.0,0.0913,0.205,139.821,4.0,indian,1
Ocean Sounds For Baby,111500,0,36,Ocean Sounds;Ocean Waves For Sleep,Baby Sleep: Ocean Sounds,0.156,0.994,11,-25.502,0.0537,0.832,0.986,0.884,1e-05,133.95,3.0,sleep,2
Naranjada,216933,0,26,Plastilina Mosh,Hola Chicuelos,0.739,0.886,7,-5.927,0.12,0.553,0.0112,0.307,0.814,145.02,4.0,afrobeat,1
Capsize,237706,0,68,FRENSHIP;Emily Warren,Truce - EP,0.683,0.708,5,-6.244,0.0305,0.0398,0.155,0.686,0.355,92.991,4.0,chicago-house,1
